small_sigma,big_sigma,threshold_abs,min_distance,min_net_intensity_p90,min_net_intensity_mean,precision,recall,f1,tp,fp,fn,count_mae,annotated_frames,balanced_score
1.2,11.0,21.5,6,32.0,12.0,0.9723756906077348,0.7652173913043478,0.856447688564477,704,20,216,19.6,10,0.836847688564477
1.2,11.0,21.5,6,33.0,12.0,0.9723756906077348,0.7652173913043478,0.856447688564477,704,20,216,19.6,10,0.836847688564477
1.0,11.0,18.0,4,30.0,11.0,0.8709677419354839,0.8217391304347826,0.8456375838926175,756,112,164,8.8,10,0.8368375838926174
1.0,7.0,20.0,6,31.0,12.0,0.9304123711340206,0.7847826086956522,0.8514150943396227,722,54,198,14.6,10,0.8368150943396228
1.0,7.0,20.0,6,32.0,12.0,0.9304123711340206,0.7847826086956522,0.8514150943396227,722,54,198,14.6,10,0.8368150943396228
1.2,9.0,18.0,5,29.0,8.0,0.8178137651821862,0.8782608695652174,0.8469601677148847,808,180,112,10.2,10,0.8367601677148847
1.2,9.0,18.0,6,28.0,8.0,0.8157099697885196,0.8804347826086957,0.8468374281233664,810,183,110,10.1,10,0.8367374281233664
1.0,7.0,20.5,7,24.0,12.0,0.938562091503268,0.7804347826086957,0.8522255192878339,718,47,202,15.5,10,0.8367255192878339
1.0,7.0,20.5,7,26.0,12.0,0.938562091503268,0.7804347826086957,0.8522255192878339,718,47,202,15.5,10,0.8367255192878339
1.0,7.0,20.5,7,28.0,12.0,0.938562091503268,0.7804347826086957,0.8522255192878339,718,47,202,15.5,10,0.8367255192878339
1.0,7.0,20.5,7,29.0,12.0,0.938562091503268,0.7804347826086957,0.8522255192878339,718,47,202,15.5,10,0.8367255192878339
1.0,7.0,20.5,7,30.0,12.0,0.938562091503268,0.7804347826086957,0.8522255192878339,718,47,202,15.5,10,0.8367255192878339
1.0,9.0,20.0,7,31.0,12.0,0.9361979166666666,0.7815217391304348,0.8518957345971564,719,49,201,15.2,10,0.8366957345971564
1.0,9.0,20.0,7,32.0,12.0,0.9361979166666666,0.7815217391304348,0.8518957345971564,719,49,201,15.2,10,0.8366957345971564
1.0,7.0,20.5,6,24.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,7.0,20.5,6,26.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,7.0,20.5,6,28.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,7.0,20.5,6,29.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,7.0,20.5,6,30.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,11.0,20.0,6,33.0,12.0,0.933852140077821,0.782608695652174,0.8515671200473093,720,51,200,14.9,10,0.8366671200473093
1.0,9.0,20.0,5,26.0,9.0,0.823045267489712,0.8695652173913043,0.8456659619450316,800,172,120,9.0,10,0.8366659619450316
1.0,11.0,18.0,6,29.0,11.0,0.871824480369515,0.8206521739130435,0.845464725643897,755,111,165,8.8,10,0.8366647256438969
1.0,7.0,20.5,4,24.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.6,10,0.8366396694214877
1.0,7.0,20.5,4,26.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.6,10,0.8366396694214877
1.0,7.0,20.5,4,28.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.6,10,0.8366396694214877
1.0,7.0,20.5,4,29.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.6,10,0.8366396694214877
1.0,7.0,20.5,4,30.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.6,10,0.8366396694214877
1.0,9.0,20.0,5,33.0,9.0,0.8392282958199357,0.8510869565217392,0.8451160280626012,783,150,137,8.5,10,0.8366160280626013
1.0,9.0,22.0,6,32.0,9.0,0.8664383561643836,0.825,0.8452115812917596,759,117,161,8.6,10,0.8366115812917595
1.0,11.0,22.0,6,31.0,9.0,0.8619909502262444,0.8282608695652174,0.844789356984479,762,122,158,8.2,10,0.836589356984479
1.0,7.0,21.0,6,24.0,9.0,0.8462377317339149,0.8434782608695652,0.844855743059336,776,141,144,8.3,10,0.836555743059336
1.0,7.0,21.0,6,26.0,9.0,0.8462377317339149,0.8434782608695652,0.844855743059336,776,141,144,8.3,10,0.836555743059336
1.0,7.0,21.0,6,28.0,9.0,0.8462377317339149,0.8434782608695652,0.844855743059336,776,141,144,8.3,10,0.836555743059336
1.0,7.0,22.0,7,33.0,12.0,0.9543624161073826,0.7728260869565218,0.8540540540540541,711,34,209,17.5,10,0.8365540540540541
1.2,7.0,21.0,7,24.0,12.0,0.9763560500695411,0.7630434782608696,0.8566198901769372,702,17,218,20.1,10,0.8365198901769372
1.2,7.0,21.0,7,26.0,12.0,0.9763560500695411,0.7630434782608696,0.8566198901769372,702,17,218,20.1,10,0.8365198901769372
1.2,7.0,21.0,7,28.0,12.0,0.9763560500695411,0.7630434782608696,0.8566198901769372,702,17,218,20.1,10,0.8365198901769372
1.2,7.0,21.0,7,29.0,12.0,0.9763560500695411,0.7630434782608696,0.8566198901769372,702,17,218,20.1,10,0.8365198901769372
1.2,7.0,21.0,7,30.0,12.0,0.9763560500695411,0.7630434782608696,0.8566198901769372,702,17,218,20.1,10,0.8365198901769372
1.0,7.0,22.0,7,24.0,12.0,0.9518716577540107,0.7739130434782608,0.8537170263788969,712,36,208,17.2,10,0.8365170263788969
1.0,7.0,22.0,7,26.0,12.0,0.9518716577540107,0.7739130434782608,0.8537170263788969,712,36,208,17.2,10,0.8365170263788969
1.0,7.0,22.0,7,28.0,12.0,0.9518716577540107,0.7739130434782608,0.8537170263788969,712,36,208,17.2,10,0.8365170263788969
1.0,7.0,22.0,7,29.0,12.0,0.9518716577540107,0.7739130434782608,0.8537170263788969,712,36,208,17.2,10,0.8365170263788969
1.0,7.0,22.0,7,30.0,12.0,0.9518716577540107,0.7739130434782608,0.8537170263788969,712,36,208,17.2,10,0.8365170263788969
1.0,7.0,22.0,4,30.0,8.0,0.8483516483516483,0.8391304347826087,0.8437158469945356,772,138,148,7.2,10,0.8365158469945356
1.0,11.0,20.0,4,24.0,10.0,0.8517699115044248,0.8369565217391305,0.8442982456140352,770,134,150,7.8,10,0.8364982456140352
1.0,11.0,20.0,4,26.0,10.0,0.8517699115044248,0.8369565217391305,0.8442982456140352,770,134,150,7.8,10,0.8364982456140352
1.0,9.0,21.5,7,33.0,12.0,0.9494007989347537,0.775,0.853381208856972,713,38,207,16.9,10,0.836481208856972
1.2,9.0,21.5,6,24.0,12.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,21.5,6,26.0,12.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,21.5,6,28.0,12.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,21.5,6,29.0,12.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,21.5,6,30.0,12.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,22.0,7,31.0,11.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,22.0,7,32.0,11.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.2,9.0,22.0,7,33.0,11.0,0.9736842105263158,0.7641304347826087,0.856272838002436,703,19,217,19.8,10,0.836472838002436
1.0,9.0,18.0,4,29.0,11.0,0.8699654775604143,0.8217391304347826,0.8451648965902739,756,113,164,8.7,10,0.8364648965902739
1.0,7.0,20.0,5,26.0,9.0,0.8245614035087719,0.8684782608695653,0.8459502382212811,799,170,121,9.5,10,0.8364502382212812
1.0,7.0,20.0,5,33.0,12.0,0.9315245478036176,0.783695652173913,0.8512396694214877,721,53,199,14.8,10,0.8364396694214876
1.0,7.0,22.0,6,24.0,9.0,0.8646188850967008,0.8260869565217391,0.8449138410227904,760,119,160,8.5,10,0.8364138410227905
1.0,7.0,22.0,6,26.0,9.0,0.8646188850967008,0.8260869565217391,0.8449138410227904,760,119,160,8.5,10,0.8364138410227905
1.0,7.0,22.0,6,28.0,9.0,0.8646188850967008,0.8260869565217391,0.8449138410227904,760,119,160,8.5,10,0.8364138410227905
1.0,7.0,21.5,5,32.0,8.0,0.8436482084690554,0.8445652173913043,0.844106463878327,777,144,143,7.7,10,0.836406463878327
1.0,7.0,21.0,4,32.0,9.0,0.8511576626240352,0.8391304347826087,0.8451012588943624,772,135,148,8.7,10,0.8364012588943623
1.0,11.0,21.5,5,28.0,9.0,0.8469945355191257,0.842391304347826,0.8446866485013624,775,140,145,8.3,10,0.8363866485013625
1.0,9.0,21.0,6,33.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.0,11.0,21.0,7,24.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.0,11.0,21.0,7,26.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.0,11.0,21.0,7,28.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.0,11.0,21.0,7,29.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.0,11.0,21.0,7,30.0,12.0,0.9421052631578948,0.7782608695652173,0.8523809523809524,716,44,204,16.0,10,0.8363809523809523
1.2,11.0,18.0,6,24.0,8.0,0.8128128128128128,0.8826086956521739,0.84627410109432,812,187,108,9.9,10,0.83637410109432
1.0,11.0,22.0,4,29.0,8.0,0.8365384615384616,0.8510869565217392,0.8437499999999999,783,153,137,7.4,10,0.8363499999999999
1.0,9.0,20.5,6,33.0,12.0,0.9397116644823067,0.7793478260869565,0.8520499108734404,717,46,203,15.7,10,0.8363499108734403
1.0,7.0,22.0,5,30.0,8.0,0.8491189427312775,0.8380434782608696,0.8435448577680524,771,137,149,7.2,10,0.8363448577680525
1.0,9.0,19.5,7,24.0,10.0,0.8568232662192393,0.8326086956521739,0.844542447629548,766,128,154,8.2,10,0.836342447629548
1.0,9.0,19.5,7,26.0,10.0,0.8568232662192393,0.8326086956521739,0.844542447629548,766,128,154,8.2,10,0.836342447629548
1.0,9.0,19.5,7,28.0,10.0,0.8568232662192393,0.8326086956521739,0.844542447629548,766,128,154,8.2,10,0.836342447629548
1.2,11.0,19.5,4,32.0,8.0,0.852549889135255,0.8358695652173913,0.8441273326015368,769,133,151,7.8,10,0.8363273326015368
1.0,7.0,21.5,6,33.0,8.0,0.8517699115044248,0.8369565217391305,0.8442982456140352,770,134,150,8.0,10,0.8362982456140352
1.0,9.0,18.0,5,29.0,11.0,0.8708189158016147,0.8206521739130435,0.8449916060436485,755,112,165,8.7,10,0.8362916060436485
1.0,9.0,18.0,4,32.0,11.0,0.8726851851851852,0.8195652173913044,0.8452914798206279,754,110,166,9.0,10,0.8362914798206279
1.0,11.0,20.0,7,24.0,12.0,0.9349804941482445,0.7815217391304348,0.8513913558318531,719,50,201,15.1,10,0.8362913558318531
1.0,11.0,20.0,7,26.0,12.0,0.9349804941482445,0.7815217391304348,0.8513913558318531,719,50,201,15.1,10,0.8362913558318531
1.0,11.0,20.0,7,28.0,12.0,0.9349804941482445,0.7815217391304348,0.8513913558318531,719,50,201,15.1,10,0.8362913558318531
1.0,11.0,20.0,7,29.0,12.0,0.9349804941482445,0.7815217391304348,0.8513913558318531,719,50,201,15.1,10,0.8362913558318531
1.0,11.0,20.0,7,30.0,12.0,0.9349804941482445,0.7815217391304348,0.8513913558318531,719,50,201,15.1,10,0.8362913558318531
1.0,7.0,20.5,5,31.0,12.0,0.9326424870466321,0.782608695652174,0.851063829787234,720,52,200,14.8,10,0.836263829787234
1.0,7.0,20.5,5,32.0,12.0,0.9326424870466321,0.782608695652174,0.851063829787234,720,52,200,14.8,10,0.836263829787234
1.0,11.0,19.5,6,24.0,10.0,0.8485181119648738,0.8402173913043478,0.8443473511742218,773,138,147,8.1,10,0.8362473511742218
1.0,11.0,19.5,6,26.0,10.0,0.8485181119648738,0.8402173913043478,0.8443473511742218,773,138,147,8.1,10,0.8362473511742218
1.0,11.0,19.5,6,28.0,10.0,0.8485181119648738,0.8402173913043478,0.8443473511742218,773,138,147,8.1,10,0.8362473511742218
1.0,7.0,19.5,7,24.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.5,10,0.8362374631268438
1.0,7.0,19.5,7,26.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.5,10,0.8362374631268438
1.0,7.0,19.5,7,28.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.5,10,0.8362374631268438
1.0,7.0,19.5,7,29.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.5,10,0.8362374631268438
1.0,7.0,19.5,7,30.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.5,10,0.8362374631268438
1.2,11.0,20.0,7,24.0,9.0,0.8770491803278688,0.8141304347826087,0.8444193912063134,749,105,171,8.2,10,0.8362193912063134
1.2,11.0,20.0,7,26.0,9.0,0.8770491803278688,0.8141304347826087,0.8444193912063134,749,105,171,8.2,10,0.8362193912063134
1.2,11.0,20.0,7,28.0,9.0,0.8770491803278688,0.8141304347826087,0.8444193912063134,749,105,171,8.2,10,0.8362193912063134
1.0,7.0,18.0,7,33.0,11.0,0.8858501783590963,0.8097826086956522,0.8461101646791596,745,96,175,9.9,10,0.8362101646791595
1.0,7.0,21.5,7,30.0,9.0,0.8637911464245176,0.8271739130434783,0.8450860632981677,761,120,159,8.9,10,0.8361860632981677
1.0,7.0,22.0,6,30.0,8.0,0.8498896247240618,0.8369565217391305,0.8433734939759037,770,136,150,7.2,10,0.8361734939759037
1.0,7.0,21.5,7,24.0,9.0,0.859392575928009,0.8304347826086956,0.8446655610834716,764,125,156,8.5,10,0.8361655610834716
1.0,7.0,21.5,7,26.0,9.0,0.859392575928009,0.8304347826086956,0.8446655610834716,764,125,156,8.5,10,0.8361655610834716
1.0,7.0,21.5,7,28.0,9.0,0.859392575928009,0.8304347826086956,0.8446655610834716,764,125,156,8.5,10,0.8361655610834716
1.0,9.0,21.5,6,29.0,9.0,0.852549889135255,0.8358695652173913,0.8441273326015368,769,133,151,8.0,10,0.8361273326015368
1.0,9.0,20.0,5,24.0,9.0,0.8221993833504625,0.8695652173913043,0.8452192287374537,800,173,120,9.1,10,0.8361192287374537
1.0,9.0,18.0,5,32.0,11.0,0.8735498839907193,0.8184782608695652,0.8451178451178452,753,109,167,9.0,10,0.8361178451178451
1.2,9.0,18.0,6,31.0,8.0,0.8237113402061855,0.8684782608695653,0.8455026455026454,799,171,121,9.4,10,0.8361026455026455
1.0,11.0,18.0,4,31.0,11.0,0.8708189158016147,0.8206521739130435,0.8449916060436485,755,112,165,8.9,10,0.8360916060436485
1.0,11.0,21.5,5,30.0,9.0,0.8509933774834437,0.8380434782608696,0.8444687842278203,771,135,149,8.4,10,0.8360687842278204
1.2,11.0,18.0,4,33.0,8.0,0.8289611752360966,0.8586956521739131,0.8435664709022959,790,163,130,7.5,10,0.8360664709022959
1.2,11.0,19.5,7,29.0,9.0,0.8681192660550459,0.8228260869565217,0.8448660714285714,757,115,163,8.8,10,0.8360660714285714
1.0,7.0,20.0,6,33.0,12.0,0.9326424870466321,0.782608695652174,0.851063829787234,720,52,200,15.0,10,0.836063829787234
1.0,9.0,20.0,4,33.0,9.0,0.8383297644539615,0.8510869565217392,0.8446601941747574,783,151,137,8.6,10,0.8360601941747573
1.2,9.0,21.5,4,31.0,12.0,0.9723374827109267,0.7641304347826087,0.8557516737674985,703,20,217,19.7,10,0.8360516737674984
1.2,9.0,21.5,4,32.0,12.0,0.9723374827109267,0.7641304347826087,0.8557516737674985,703,20,217,19.7,10,0.8360516737674984
1.2,9.0,21.5,4,33.0,12.0,0.9723374827109267,0.7641304347826087,0.8557516737674985,703,20,217,19.7,10,0.8360516737674984
1.0,11.0,20.5,7,24.0,10.0,0.8654503990877993,0.825,0.8447412353923206,759,118,161,8.7,10,0.8360412353923206
1.0,11.0,20.5,7,26.0,10.0,0.8654503990877993,0.825,0.8447412353923206,759,118,161,8.7,10,0.8360412353923206
1.0,11.0,20.5,7,28.0,10.0,0.8654503990877993,0.825,0.8447412353923206,759,118,161,8.7,10,0.8360412353923206
1.0,7.0,20.0,4,33.0,12.0,0.9303225806451613,0.783695652173913,0.8507374631268437,721,54,199,14.7,10,0.8360374631268437
1.0,11.0,21.5,4,29.0,9.0,0.8477546549835706,0.841304347826087,0.8445171849427168,774,139,146,8.5,10,0.8360171849427168
1.2,7.0,22.0,7,24.0,10.0,0.9696969696969697,0.7652173913043478,0.8554070473876063,704,22,216,19.4,10,0.8360070473876063
1.2,7.0,22.0,7,26.0,10.0,0.9696969696969697,0.7652173913043478,0.8554070473876063,704,22,216,19.4,10,0.8360070473876063
1.2,7.0,22.0,7,28.0,10.0,0.9696969696969697,0.7652173913043478,0.8554070473876063,704,22,216,19.4,10,0.8360070473876063
1.2,7.0,22.0,7,29.0,10.0,0.9696969696969697,0.7652173913043478,0.8554070473876063,704,22,216,19.4,10,0.8360070473876063
1.0,11.0,21.5,6,33.0,12.0,0.9432717678100264,0.7771739130434783,0.8522050059594756,715,43,205,16.2,10,0.8360050059594756
1.0,7.0,19.5,6,24.0,12.0,0.9257362355953905,0.7858695652173913,0.8500881834215167,723,58,197,14.1,10,0.8359881834215167
1.0,7.0,19.5,6,26.0,12.0,0.9257362355953905,0.7858695652173913,0.8500881834215167,723,58,197,14.1,10,0.8359881834215167
1.0,7.0,19.5,6,28.0,12.0,0.9257362355953905,0.7858695652173913,0.8500881834215167,723,58,197,14.1,10,0.8359881834215167
1.0,7.0,19.5,6,29.0,12.0,0.9257362355953905,0.7858695652173913,0.8500881834215167,723,58,197,14.1,10,0.8359881834215167
1.0,7.0,19.5,6,30.0,12.0,0.9257362355953905,0.7858695652173913,0.8500881834215167,723,58,197,14.1,10,0.8359881834215167
1.2,11.0,20.0,7,24.0,8.0,0.8641552511415526,0.8228260869565217,0.8429844097995546,757,119,163,7.0,10,0.8359844097995546
1.2,11.0,20.0,7,26.0,8.0,0.8641552511415526,0.8228260869565217,0.8429844097995546,757,119,163,7.0,10,0.8359844097995546
1.2,11.0,20.0,7,28.0,8.0,0.8641552511415526,0.8228260869565217,0.8429844097995546,757,119,163,7.0,10,0.8359844097995546
1.0,7.0,20.5,7,33.0,12.0,0.9408672798948752,0.7782608695652173,0.8518738845925043,716,45,204,15.9,10,0.8359738845925043
1.0,7.0,20.5,7,31.0,12.0,0.9384816753926701,0.7793478260869565,0.8515439429928741,717,47,203,15.6,10,0.8359439429928741
1.0,7.0,20.5,7,32.0,12.0,0.9384816753926701,0.7793478260869565,0.8515439429928741,717,47,203,15.6,10,0.8359439429928741
1.0,11.0,20.0,7,33.0,12.0,0.9384816753926701,0.7793478260869565,0.8515439429928741,717,47,203,15.6,10,0.8359439429928741
1.0,7.0,18.0,6,30.0,11.0,0.8725376593279258,0.8184782608695652,0.844643858665171,753,110,167,8.7,10,0.835943858665171
1.0,11.0,18.0,6,30.0,11.0,0.8725376593279258,0.8184782608695652,0.844643858665171,753,110,167,8.7,10,0.835943858665171
1.2,11.0,18.0,6,28.0,8.0,0.8132530120481928,0.8804347826086957,0.8455114822546973,810,186,110,9.6,10,0.8359114822546972
1.0,7.0,20.0,5,24.0,9.0,0.8237113402061855,0.8684782608695653,0.8455026455026454,799,171,121,9.6,10,0.8359026455026454
1.0,7.0,20.5,6,31.0,12.0,0.9337662337662338,0.7815217391304348,0.850887573964497,719,51,201,15.0,10,0.835887573964497
1.0,7.0,20.5,6,32.0,12.0,0.9337662337662338,0.7815217391304348,0.850887573964497,719,51,201,15.0,10,0.835887573964497
1.0,11.0,22.0,6,32.0,9.0,0.8626560726447219,0.8260869565217391,0.8439755691282621,760,121,160,8.1,10,0.8358755691282621
1.0,7.0,20.5,4,31.0,12.0,0.9314359637774903,0.782608695652174,0.8505611340815121,720,53,200,14.7,10,0.8358611340815121
1.0,7.0,20.5,4,32.0,12.0,0.9314359637774903,0.782608695652174,0.8505611340815121,720,53,200,14.7,10,0.8358611340815121
1.2,7.0,18.0,7,24.0,9.0,0.8443960826985855,0.8434782608695652,0.8439369222403481,776,143,144,8.1,10,0.8358369222403481
1.2,7.0,18.0,7,26.0,9.0,0.8443960826985855,0.8434782608695652,0.8439369222403481,776,143,144,8.1,10,0.8358369222403481
1.2,7.0,18.0,7,28.0,9.0,0.8443960826985855,0.8434782608695652,0.8439369222403481,776,143,144,8.1,10,0.8358369222403481
1.0,9.0,18.0,7,33.0,11.0,0.8867699642431466,0.808695652173913,0.8459351904491189,744,95,176,10.1,10,0.8358351904491189
1.0,9.0,21.5,6,31.0,9.0,0.8558659217877095,0.8326086956521739,0.8440771349862258,766,129,154,8.3,10,0.8357771349862259
1.2,11.0,18.0,6,30.0,9.0,0.8342189160467588,0.8532608695652174,0.8436324556689953,785,156,135,7.9,10,0.8357324556689952
1.0,7.0,22.0,7,31.0,12.0,0.9518072289156626,0.7728260869565218,0.8530293941211757,711,36,209,17.3,10,0.8357293941211758
1.0,7.0,22.0,7,32.0,12.0,0.9518072289156626,0.7728260869565218,0.8530293941211757,711,36,209,17.3,10,0.8357293941211758
1.2,7.0,21.0,7,31.0,12.0,0.9763231197771588,0.7619565217391304,0.8559218559218558,701,17,219,20.2,10,0.8357218559218558
1.2,7.0,21.0,7,32.0,12.0,0.9763231197771588,0.7619565217391304,0.8559218559218558,701,17,219,20.2,10,0.8357218559218558
1.2,7.0,21.0,7,33.0,12.0,0.9763231197771588,0.7619565217391304,0.8559218559218558,701,17,219,20.2,10,0.8357218559218558
1.0,11.0,20.0,7,24.0,11.0,0.8935912938331319,0.8032608695652174,0.8460217515741271,739,88,181,10.3,10,0.8357217515741271
1.0,11.0,20.0,7,26.0,11.0,0.8935912938331319,0.8032608695652174,0.8460217515741271,739,88,181,10.3,10,0.8357217515741271
1.0,11.0,20.0,7,28.0,11.0,0.8935912938331319,0.8032608695652174,0.8460217515741271,739,88,181,10.3,10,0.8357217515741271
1.0,7.0,20.0,5,30.0,9.0,0.8293193717277487,0.8608695652173913,0.8448,792,163,128,9.1,10,0.8357
1.0,7.0,21.0,6,30.0,9.0,0.8492849284928493,0.8391304347826087,0.8441771459814106,772,137,148,8.5,10,0.8356771459814106
1.2,9.0,21.5,6,31.0,12.0,0.9736477115117892,0.7630434782608696,0.8555758683729433,702,19,218,19.9,10,0.8356758683729433
1.2,9.0,21.5,6,32.0,12.0,0.9736477115117892,0.7630434782608696,0.8555758683729433,702,19,218,19.9,10,0.8356758683729433
1.2,9.0,21.5,6,33.0,12.0,0.9736477115117892,0.7630434782608696,0.8555758683729433,702,19,218,19.9,10,0.8356758683729433
1.2,9.0,18.0,4,29.0,8.0,0.8161616161616162,0.8782608695652174,0.8460732984293193,808,182,112,10.4,10,0.8356732984293194
1.2,9.0,20.0,7,24.0,8.0,0.8685121107266436,0.8184782608695652,0.8427532176832682,753,114,167,7.1,10,0.8356532176832682
1.2,9.0,20.0,7,26.0,8.0,0.8685121107266436,0.8184782608695652,0.8427532176832682,753,114,167,7.1,10,0.8356532176832682
1.2,9.0,20.0,7,28.0,8.0,0.8685121107266436,0.8184782608695652,0.8427532176832682,753,114,167,7.1,10,0.8356532176832682
1.0,9.0,19.5,5,33.0,12.0,0.9291237113402062,0.783695652173913,0.8502358490566037,721,55,199,14.6,10,0.8356358490566037
1.2,11.0,20.0,7,30.0,8.0,0.8658256880733946,0.8206521739130435,0.8426339285714286,755,117,165,7.0,10,0.8356339285714286
1.0,7.0,20.0,5,24.0,12.0,0.926829268292683,0.7847826086956522,0.8499117127722189,722,57,198,14.3,10,0.8356117127722189
1.0,7.0,20.0,5,26.0,12.0,0.926829268292683,0.7847826086956522,0.8499117127722189,722,57,198,14.3,10,0.8356117127722189
1.0,7.0,20.0,5,28.0,12.0,0.926829268292683,0.7847826086956522,0.8499117127722189,722,57,198,14.3,10,0.8356117127722189
1.0,7.0,20.0,5,29.0,12.0,0.926829268292683,0.7847826086956522,0.8499117127722189,722,57,198,14.3,10,0.8356117127722189
1.0,7.0,20.0,5,30.0,12.0,0.926829268292683,0.7847826086956522,0.8499117127722189,722,57,198,14.3,10,0.8356117127722189
1.0,9.0,20.0,5,30.0,9.0,0.8275862068965517,0.8608695652173913,0.8438998401704848,792,165,128,8.3,10,0.8355998401704848
1.0,9.0,21.0,7,24.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,9.0,21.0,7,26.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,9.0,21.0,7,28.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,9.0,21.0,7,29.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,9.0,21.0,7,30.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,11.0,21.0,7,31.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,11.0,21.0,7,32.0,12.0,0.9420289855072463,0.7771739130434783,0.851697438951757,715,44,205,16.1,10,0.835597438951757
1.0,11.0,21.5,6,33.0,9.0,0.859392575928009,0.8304347826086956,0.8446655610834716,764,125,156,9.1,10,0.8355655610834716
1.2,11.0,19.5,7,31.0,9.0,0.8706697459584296,0.8195652173913044,0.8443449048152296,754,112,166,8.8,10,0.8355449048152296
1.2,9.0,20.0,7,29.0,9.0,0.8825622775800712,0.808695652173913,0.8440158820192853,744,99,176,8.5,10,0.8355158820192854
1.0,7.0,20.5,5,33.0,12.0,0.9348958333333334,0.7804347826086957,0.8507109004739336,718,50,202,15.2,10,0.8355109004739336
1.0,9.0,19.5,7,33.0,12.0,0.9348958333333334,0.7804347826086957,0.8507109004739336,718,50,202,15.2,10,0.8355109004739336
1.0,11.0,20.0,7,31.0,12.0,0.9348958333333334,0.7804347826086957,0.8507109004739336,718,50,202,15.2,10,0.8355109004739336
1.0,11.0,20.0,7,32.0,12.0,0.9348958333333334,0.7804347826086957,0.8507109004739336,718,50,202,15.2,10,0.8355109004739336
1.0,11.0,21.5,4,30.0,9.0,0.8500551267916208,0.8380434782608696,0.8440065681444991,771,136,149,8.5,10,0.8355065681444992
1.0,7.0,19.5,7,33.0,12.0,0.9325551232166018,0.7815217391304348,0.8503843879361325,719,52,201,14.9,10,0.8354843879361324
1.0,7.0,19.5,7,31.0,12.0,0.9302325581395349,0.782608695652174,0.8500590318772138,720,54,200,14.6,10,0.8354590318772138
1.0,7.0,19.5,7,32.0,12.0,0.9302325581395349,0.782608695652174,0.8500590318772138,720,54,200,14.6,10,0.8354590318772138
1.0,7.0,20.5,5,33.0,9.0,0.8469945355191257,0.842391304347826,0.8446866485013624,775,140,145,9.3,10,0.8353866485013625
1.2,11.0,19.5,7,30.0,9.0,0.8688147295742232,0.8206521739130435,0.8440469536053661,755,114,165,8.7,10,0.835346953605366
