track_id,start_frame,end_frame,frames_seen,mean_net_intensity,max_net_intensity,dominant_class
172,7.0,7.0,1,32.0,32.0,low
173,7.0,7.0,1,40.599999999999994,40.599999999999994,medium
174,8.0,9.0,2,35.000000000000014,36.60000000000002,low
175,8.0,8.0,1,27.0,27.0,low
176,8.0,86.0,74,47.78378378378379,61.400000000000006,medium
177,8.0,8.0,1,34.60000000000002,34.60000000000002,low
178,8.0,13.0,3,35.866666666666674,36.80000000000001,low
179,8.0,23.0,12,37.24166666666667,45.19999999999999,low
180,8.0,30.0,16,38.212500000000006,49.5,low
181,8.0,12.0,3,38.06666666666666,42.19999999999999,low
182,8.0,8.0,1,31.69999999999999,31.69999999999999,low
183,9.0,9.0,1,33.599999999999994,33.599999999999994,low
184,9.0,9.0,1,31.0,31.0,low
185,9.0,9.0,1,44.20000000000002,44.20000000000002,medium
186,9.0,14.0,5,35.72,40.400000000000006,low
187,9.0,9.0,1,32.69999999999999,32.69999999999999,low
188,9.0,9.0,1,40.0,40.0,low
189,9.0,10.0,2,36.30000000000001,37.0,low
190,9.0,12.0,4,46.35,54.0,medium
191,9.0,9.0,1,30.80000000000001,30.80000000000001,low
192,10.0,10.0,1,28.19999999999999,28.19999999999999,low
193,10.0,10.0,1,39.19999999999999,39.19999999999999,low
194,10.0,10.0,1,37.60000000000002,37.60000000000002,low
195,10.0,26.0,12,38.01666666666667,47.0,low
196,10.0,10.0,1,30.19999999999999,30.19999999999999,low
197,10.0,21.0,7,48.614285714285714,55.20000000000002,high
198,10.0,73.0,55,47.716363636363646,67.19999999999999,high
199,10.0,10.0,1,35.80000000000001,35.80000000000001,low
200,10.0,10.0,1,32.19999999999999,32.19999999999999,low
201,11.0,11.0,1,33.400000000000006,33.400000000000006,low
202,11.0,12.0,2,35.0,40.0,low
203,11.0,12.0,2,32.400000000000006,33.80000000000001,low
204,11.0,86.0,70,47.228571428571435,66.0,medium
205,11.0,13.0,3,37.33333333333334,45.69999999999999,low
206,11.0,67.0,50,75.656,94.0,high
207,11.0,12.0,2,39.60000000000001,43.80000000000001,low
208,11.0,20.0,8,36.57500000000002,44.400000000000006,low
209,11.0,12.0,2,50.95,58.0,high
210,11.0,11.0,1,36.80000000000001,36.80000000000001,low
211,12.0,15.0,3,34.066666666666684,38.60000000000002,low
212,12.0,20.0,7,38.90000000000001,43.0,low
213,12.0,40.0,23,37.83478260869566,46.80000000000001,low
214,12.0,14.0,3,41.13333333333335,46.400000000000034,medium
215,12.0,12.0,1,33.60000000000002,33.60000000000002,low
216,12.0,12.0,1,32.69999999999999,32.69999999999999,low
217,13.0,29.0,17,49.87058823529413,63.200000000000045,high
218,13.0,13.0,1,33.80000000000001,33.80000000000001,low
219,13.0,13.0,1,34.400000000000006,34.400000000000006,low
220,13.0,46.0,22,37.45,49.80000000000001,low
221,13.0,14.0,2,35.10000000000002,35.60000000000002,low
222,13.0,13.0,1,40.0,40.0,low
223,13.0,45.0,16,64.3375,78.0,high
224,13.0,46.0,27,38.77037037037038,48.0,low
225,13.0,14.0,2,36.2,36.400000000000006,low
226,13.0,21.0,6,32.35000000000001,38.19999999999999,low
227,14.0,15.0,2,32.650000000000034,36.200000000000045,low
228,14.0,14.0,1,30.400000000000006,30.400000000000006,low
229,14.0,15.0,2,34.900000000000006,39.80000000000001,low
230,14.0,14.0,1,34.80000000000001,34.80000000000001,low
231,14.0,16.0,3,33.70000000000001,35.0,low
232,14.0,14.0,1,39.80000000000001,39.80000000000001,low
233,15.0,15.0,1,40.0,40.0,low
234,15.0,18.0,2,41.400000000000006,43.19999999999999,low
235,15.0,15.0,1,35.400000000000006,35.400000000000006,low
236,15.0,15.0,1,39.19999999999999,39.19999999999999,low
237,15.0,15.0,1,27.900000000000006,27.900000000000006,low
238,16.0,35.0,10,37.10000000000001,43.60000000000002,low
239,16.0,54.0,38,47.818421052631585,66.69999999999999,high
240,16.0,16.0,1,34.60000000000002,34.60000000000002,low
241,16.0,46.0,26,49.338461538461544,60.0,medium
242,16.0,31.0,8,36.78750000000001,48.5,low
243,16.0,39.0,24,47.975,60.400000000000006,medium
244,17.0,17.0,1,34.19999999999999,34.19999999999999,low
245,17.0,40.0,22,37.26818181818182,50.900000000000006,low
246,17.0,25.0,9,44.46666666666667,56.0,medium
247,17.0,20.0,4,40.650000000000006,46.60000000000002,medium
248,17.0,17.0,1,34.19999999999999,34.19999999999999,low
249,17.0,20.0,3,37.333333333333336,40.19999999999999,low
250,18.0,28.0,11,38.32727272727273,48.0,low
251,18.0,23.0,6,38.95000000000001,45.19999999999999,low
252,18.0,18.0,1,42.0,42.0,medium
253,18.0,20.0,2,35.69999999999999,36.19999999999999,low
254,18.0,18.0,1,41.0,41.0,medium
255,18.0,50.0,19,39.28421052631579,47.0,low
256,18.0,24.0,3,84.43333333333334,96.60000000000002,high
257,18.0,18.0,1,30.600000000000023,30.600000000000023,low
258,18.0,18.0,1,48.19999999999999,48.19999999999999,medium
259,18.0,19.0,2,34.90000000000002,40.00000000000003,low
260,19.0,26.0,6,35.333333333333336,44.400000000000006,low
261,19.0,19.0,1,36.80000000000001,36.80000000000001,low
262,19.0,19.0,1,33.19999999999999,33.19999999999999,low
263,19.0,25.0,4,36.25000000000001,39.30000000000001,low
264,19.0,30.0,9,36.85555555555556,44.19999999999999,low
265,19.0,81.0,60,43.57000000000001,67.19999999999999,medium
266,19.0,20.0,2,36.599999999999994,40.19999999999999,low
267,19.0,20.0,2,35.150000000000006,39.400000000000006,low
268,19.0,19.0,1,50.19999999999999,50.19999999999999,medium
269,19.0,22.0,3,32.43333333333334,39.5,low
270,19.0,86.0,64,71.08593750000001,90.19999999999999,high
271,19.0,66.0,47,78.89574468085107,103.19999999999999,high
272,19.0,19.0,1,39.0,39.0,low
273,19.0,22.0,3,36.73333333333334,39.400000000000006,low
274,19.0,23.0,4,43.0,45.400000000000006,medium
275,19.0,27.0,9,46.83333333333334,57.400000000000006,high
276,20.0,20.0,1,33.60000000000002,33.60000000000002,low
277,20.0,86.0,64,45.42812500000001,63.80000000000001,medium
278,20.0,21.0,2,33.599999999999994,34.19999999999999,low
279,20.0,28.0,6,46.03333333333334,55.80000000000001,medium
280,20.0,24.0,5,40.46,45.19999999999999,medium
281,20.0,20.0,1,28.0,28.0,low
282,20.0,21.0,2,38.0,49.0,low
283,20.0,24.0,3,37.43333333333334,41.5,low
284,20.0,20.0,1,35.00000000000003,35.00000000000003,low
285,20.0,21.0,2,36.500000000000014,40.60000000000002,low
286,20.0,21.0,2,36.35000000000001,38.70000000000002,low
287,21.0,24.0,4,35.37500000000001,40.400000000000006,low
288,21.0,29.0,9,39.12222222222223,48.19999999999999,low
289,21.0,21.0,1,35.0,35.0,low
290,21.0,21.0,1,43.0,43.0,medium
291,21.0,34.0,6,32.65,40.80000000000001,low
292,21.0,23.0,3,38.23333333333335,45.60000000000002,low
293,21.0,21.0,1,42.69999999999999,42.69999999999999,medium
294,21.0,21.0,1,39.60000000000002,39.60000000000002,low
295,21.0,21.0,1,34.19999999999999,34.19999999999999,low
296,22.0,31.0,6,35.93333333333334,41.20000000000002,low
297,22.0,54.0,32,86.17187500000001,108.19999999999999,high
298,22.0,26.0,5,46.14,55.69999999999999,high
299,22.0,39.0,15,78.94666666666667,113.0,high
300,22.0,25.0,3,38.79999999999999,44.19999999999999,low
301,22.0,22.0,1,30.900000000000006,30.900000000000006,low
302,23.0,25.0,3,35.06666666666666,37.0,low
303,23.0,26.0,2,37.0,39.19999999999999,low
304,23.0,88.0,59,45.27118644067797,55.400000000000006,medium
305,23.0,27.0,2,32.95,34.400000000000006,low
306,23.0,24.0,2,39.70000000000003,41.60000000000002,low
307,23.0,23.0,1,45.19999999999999,45.19999999999999,medium
308,23.0,23.0,1,34.10000000000002,34.10000000000002,low
309,23.0,23.0,1,35.80000000000001,35.80000000000001,low
310,23.0,23.0,1,35.19999999999999,35.19999999999999,low
311,23.0,23.0,1,41.0,41.0,medium
312,24.0,24.0,1,34.0,34.0,low
313,24.0,24.0,1,39.20000000000002,39.20000000000002,low
314,24.0,28.0,2,29.80000000000001,31.0,low
315,24.0,47.0,18,37.71666666666667,51.19999999999999,low
316,24.0,24.0,1,42.19999999999999,42.19999999999999,medium
317,24.0,25.0,2,42.0,43.19999999999999,medium
318,24.0,24.0,1,33.400000000000006,33.400000000000006,low
319,24.0,25.0,2,36.70000000000002,37.0,low
320,24.0,24.0,1,38.0,38.0,low
321,24.0,24.0,1,30.600000000000023,30.600000000000023,low
322,24.0,24.0,1,30.80000000000001,30.80000000000001,low
323,25.0,30.0,3,74.03333333333336,89.40000000000003,high
324,25.0,78.0,30,38.24666666666667,47.0,low
325,25.0,25.0,1,32.0,32.0,low
326,25.0,28.0,2,30.85000000000001,33.0,low
327,25.0,25.0,1,36.60000000000002,36.60000000000002,low
328,25.0,33.0,5,38.88000000000001,46.400000000000006,low
329,25.0,25.0,1,36.60000000000002,36.60000000000002,low
330,25.0,27.0,3,36.400000000000006,41.60000000000002,low
331,25.0,25.0,1,42.19999999999999,42.19999999999999,medium
332,26.0,26.0,1,36.0,36.0,low
333,26.0,26.0,1,32.400000000000006,32.400000000000006,low
334,26.0,27.0,2,39.300000000000026,44.400000000000006,low
335,26.0,29.0,2,64.45,67.19999999999999,high
336,26.0,26.0,1,39.0,39.0,low
337,26.0,27.0,2,34.7,38.0,low
338,26.0,28.0,3,34.60000000000002,36.0,low
339,26.0,27.0,2,31.099999999999994,33.19999999999999,low
340,26.0,26.0,1,40.0,40.0,low
341,26.0,26.0,1,33.400000000000034,33.400000000000034,low
342,26.0,27.0,2,37.10000000000001,37.400000000000006,low
343,27.0,27.0,1,32.19999999999999,32.19999999999999,low
344,27.0,27.0,1,40.60000000000002,40.60000000000002,medium
345,27.0,27.0,1,33.60000000000002,33.60000000000002,low
346,27.0,27.0,1,30.400000000000006,30.400000000000006,low
347,27.0,27.0,1,36.80000000000001,36.80000000000001,low
348,27.0,61.0,34,42.288235294117655,53.400000000000006,medium
349,27.0,31.0,3,43.29999999999999,50.19999999999999,medium
350,28.0,29.0,2,34.70000000000002,37.20000000000002,low
351,28.0,29.0,2,34.19999999999999,37.19999999999999,low
352,28.0,28.0,1,33.0,33.0,low
353,28.0,30.0,3,32.6,37.60000000000002,low
354,29.0,81.0,51,47.12745098039217,65.4,medium
355,29.0,29.0,1,32.0,32.0,low
356,30.0,30.0,1,33.0,33.0,low
357,30.0,30.0,1,29.5,29.5,low
358,30.0,31.0,2,40.05000000000001,40.30000000000001,low
359,30.0,34.0,2,37.80000000000001,39.60000000000002,low
360,30.0,32.0,3,37.73333333333334,41.400000000000006,low
361,30.0,33.0,2,38.7,39.20000000000002,low
362,30.0,35.0,4,38.2,44.60000000000002,low
363,30.0,30.0,1,36.60000000000002,36.60000000000002,low
364,30.0,30.0,1,36.30000000000001,36.30000000000001,low
365,31.0,32.0,2,29.900000000000006,30.80000000000001,low
366,31.0,31.0,1,86.40000000000003,86.40000000000003,high
367,31.0,31.0,1,41.0,41.0,medium
368,31.0,31.0,1,35.80000000000001,35.80000000000001,low
369,31.0,31.0,1,32.0,32.0,low
370,31.0,35.0,3,39.73333333333333,46.0,low
371,32.0,32.0,1,35.400000000000034,35.400000000000034,low
372,32.0,39.0,8,39.212500000000006,50.0,low
373,33.0,37.0,3,38.166666666666664,41.19999999999999,medium
374,33.0,57.0,21,42.11428571428572,52.80000000000001,low
375,33.0,38.0,4,35.150000000000006,40.0,low
376,33.0,34.0,2,33.90000000000002,38.60000000000002,low
377,33.0,33.0,1,50.400000000000006,50.400000000000006,high
378,33.0,33.0,1,37.400000000000006,37.400000000000006,low
379,34.0,34.0,1,31.80000000000001,31.80000000000001,low
380,34.0,34.0,1,30.400000000000034,30.400000000000034,low
381,34.0,53.0,17,40.623529411764714,50.19999999999999,low
382,34.0,48.0,11,35.99090909090909,45.69999999999999,low
383,34.0,42.0,5,48.32,57.0,medium
384,34.0,38.0,2,31.549999999999997,33.19999999999999,low
385,34.0,34.0,1,29.0,29.0,low
386,34.0,34.0,1,32.400000000000006,32.400000000000006,low
387,34.0,45.0,10,38.44000000000001,45.69999999999999,low
388,34.0,34.0,1,38.0,38.0,low
389,34.0,34.0,1,34.60000000000002,34.60000000000002,low
390,35.0,60.0,21,41.247619047619054,51.0,low
391,35.0,35.0,1,33.900000000000006,33.900000000000006,low
392,35.0,45.0,11,41.67272727272728,50.900000000000006,low
393,35.0,35.0,1,37.0,37.0,low
394,36.0,36.0,1,37.80000000000001,37.80000000000001,low
395,36.0,42.0,7,39.871428571428574,44.10000000000002,medium
396,36.0,40.0,2,35.25,35.80000000000001,low
397,36.0,36.0,1,27.5,27.5,low
398,36.0,39.0,3,35.03333333333335,41.60000000000002,low
399,36.0,66.0,31,65.60322580645162,99.4,high
400,36.0,41.0,3,37.4,44.80000000000001,low
401,36.0,36.0,1,32.0,32.0,low
402,36.0,36.0,1,41.19999999999999,41.19999999999999,medium
403,37.0,42.0,6,37.216666666666676,44.0,low
404,37.0,46.0,9,37.91111111111112,48.0,low
405,37.0,88.0,45,41.98000000000001,62.19999999999999,medium
406,37.0,37.0,1,39.19999999999999,39.19999999999999,low
407,37.0,88.0,43,46.17906976744186,75.0,medium
408,37.0,53.0,17,45.0529411764706,55.20000000000002,high
409,37.0,87.0,41,53.34146341463415,69.19999999999999,high
410,37.0,37.0,1,35.19999999999999,35.19999999999999,low
411,37.0,68.0,22,47.94545454545455,71.40000000000003,medium
412,37.0,41.0,5,36.84,48.19999999999999,low
413,37.0,37.0,1,32.400000000000006,32.400000000000006,low
414,38.0,39.0,2,39.30000000000001,44.60000000000002,low
415,38.0,39.0,2,34.80000000000001,36.20000000000002,low
416,38.0,38.0,1,29.400000000000006,29.400000000000006,low
417,38.0,48.0,8,35.12500000000001,39.60000000000002,low
418,38.0,38.0,1,30.600000000000023,30.600000000000023,low
419,38.0,38.0,1,33.400000000000006,33.400000000000006,low
420,38.0,38.0,1,30.5,30.5,low
421,38.0,38.0,1,31.400000000000034,31.400000000000034,low
422,39.0,39.0,1,31.0,31.0,low
423,39.0,88.0,38,74.29736842105264,98.19999999999999,high
424,39.0,51.0,11,38.99090909090909,49.400000000000006,low
425,39.0,39.0,1,40.30000000000001,40.30000000000001,medium
426,39.0,39.0,1,42.599999999999994,42.599999999999994,medium
427,39.0,39.0,1,41.80000000000001,41.80000000000001,medium
428,39.0,42.0,3,32.433333333333344,34.20000000000002,low
429,39.0,39.0,1,40.0,40.0,low
430,40.0,40.0,1,39.69999999999999,39.69999999999999,low
431,40.0,44.0,4,43.35,46.60000000000002,medium
432,40.0,41.0,2,33.2,36.400000000000006,low
433,40.0,46.0,4,37.900000000000006,43.19999999999999,low
434,40.0,50.0,6,37.55000000000001,51.0,low
435,40.0,60.0,20,41.580000000000005,54.400000000000006,medium
436,40.0,50.0,7,38.44285714285714,41.0,low
437,40.0,44.0,5,38.260000000000005,43.80000000000001,low
438,40.0,41.0,2,38.85000000000001,39.0,low
439,40.0,41.0,2,42.5,47.80000000000001,low
440,40.0,51.0,8,35.91250000000001,40.400000000000006,low
441,40.0,40.0,1,36.0,36.0,low
442,40.0,41.0,2,32.099999999999994,36.19999999999999,low
443,40.0,41.0,2,34.05,34.900000000000006,low
444,41.0,41.0,1,37.400000000000006,37.400000000000006,low
445,41.0,41.0,1,32.0,32.0,low
446,41.0,88.0,34,70.76764705882354,94.69999999999999,high
447,41.0,41.0,1,34.0,34.0,low
448,41.0,41.0,1,31.700000000000017,31.700000000000017,low
449,41.0,88.0,45,68.50000000000001,95.4,high
450,41.0,43.0,3,42.23333333333333,43.5,medium
451,41.0,41.0,1,30.19999999999999,30.19999999999999,low
452,42.0,46.0,4,38.750000000000014,46.60000000000002,low
453,42.0,44.0,2,34.8,37.400000000000006,low
454,42.0,46.0,4,37.5,51.0,low
455,42.0,42.0,1,31.5,31.5,low
456,42.0,45.0,2,33.94999999999999,38.69999999999999,low
457,42.0,57.0,11,38.10909090909092,47.0,low
458,42.0,50.0,6,37.833333333333336,42.60000000000002,low
459,43.0,44.0,2,32.15000000000002,34.70000000000002,low
460,43.0,53.0,9,38.366666666666674,47.20000000000002,low
461,43.0,56.0,10,39.370000000000005,58.400000000000034,low
462,43.0,43.0,1,33.80000000000001,33.80000000000001,low
463,43.0,46.0,4,36.925000000000004,39.0,low
464,43.0,43.0,1,34.400000000000006,34.400000000000006,low
465,44.0,44.0,1,36.19999999999999,36.19999999999999,low
466,44.0,46.0,2,56.400000000000006,61.19999999999999,high
467,44.0,44.0,1,44.400000000000006,44.400000000000006,medium
468,44.0,45.0,2,33.099999999999994,38.0,low
469,44.0,64.0,21,43.42380952380953,58.0,medium
470,44.0,44.0,1,37.400000000000006,37.400000000000006,low
471,45.0,58.0,11,66.10000000000001,83.0,high
472,45.0,46.0,2,32.20000000000002,33.60000000000002,low
473,45.0,50.0,3,32.966666666666676,36.80000000000001,low
474,45.0,45.0,1,41.19999999999999,41.19999999999999,medium
475,46.0,69.0,14,37.478571428571435,46.0,low
476,46.0,86.0,41,56.412195121951235,73.60000000000002,high
477,46.0,46.0,1,39.400000000000006,39.400000000000006,low
478,46.0,52.0,6,40.400000000000006,45.400000000000006,low
479,46.0,46.0,1,54.19999999999999,54.19999999999999,high
480,46.0,82.0,25,41.54,56.60000000000002,low
481,46.0,72.0,19,37.45789473684211,47.0,low
482,46.0,87.0,28,43.16785714285715,54.20000000000002,medium
483,46.0,50.0,2,34.80000000000001,35.80000000000001,low
484,46.0,51.0,6,35.51666666666667,39.30000000000001,low
485,46.0,54.0,6,37.99999999999999,40.80000000000001,low
486,46.0,53.0,6,72.23333333333333,85.9,high
487,46.0,46.0,1,39.400000000000034,39.400000000000034,low
488,46.0,46.0,1,30.0,30.0,low
489,46.0,52.0,6,39.300000000000004,44.19999999999999,low
490,47.0,47.0,1,37.19999999999999,37.19999999999999,low
491,47.0,47.0,1,37.0,37.0,low
492,47.0,78.0,20,34.77,41.80000000000001,low
