y,x,raw_signal_mean,raw_signal_peak,raw_signal_p90,raw_background_median,net_intensity_mean,net_intensity_peak,net_intensity_p90,filtered_peak,frame,source_baseline,source_bgsub,branch_agreement,bgsub_filtered_peak,bgsub_net_intensity_p90,bgsub_net_intensity_mean,base_filtered_peak,base_net_intensity_p90,base_net_intensity_mean,candidate_id,base_prev_support,base_next_support,bg_prev_support,bg_next_support,temporal_support_sum,temporal_support_any,min_truth_distance,label,rescoring_score
122.0,242.0,141.6326530612245,207.0,165.0,117.0,24.632653061224488,90.0,48.0,37.39541244506836,0.0,1.0,1.0,1.0,37.39541244506836,48.0,24.632653061224488,37.2313232421875,48.0,24.632653061224488,10.0,0.0,1.0,0.0,1.0,2.0,1.0,1.4792227688891242,1.0,0.9959472181771519
124.0,226.0,168.28571428571428,255.0,231.20000000000005,116.0,52.28571428571428,139.0,115.20000000000005,90.62460327148438,0.0,1.0,1.0,1.0,89.71694946289062,115.20000000000005,52.28571428571428,90.62460327148438,115.20000000000005,52.28571428571428,11.0,0.0,1.0,0.0,1.0,2.0,1.0,0.4997999599839867,1.0,0.9999997489774826
127.0,152.0,136.48979591836735,212.0,175.0,115.0,21.48979591836735,97.0,60.0,46.98078155517578,0.0,1.0,1.0,1.0,46.67728042602539,60.0,21.48979591836735,46.98078155517578,60.0,21.48979591836735,12.0,0.0,1.0,0.0,1.0,2.0,1.0,0.6536818798161594,1.0,0.9973203260719142
132.0,283.0,132.44897959183675,197.0,162.60000000000002,117.0,15.448979591836746,80.0,45.60000000000002,39.333309173583984,0.0,1.0,1.0,1.0,39.333309173583984,45.60000000000002,15.448979591836746,38.842498779296875,45.60000000000002,15.448979591836746,13.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7905694150420949,1.0,0.984433996718047
135.0,261.0,127.65306122448979,159.0,149.4,117.0,10.65306122448979,42.0,32.400000000000006,19.016645431518555,0.0,0.0,1.0,0.0,19.016645431518555,32.400000000000006,10.65306122448979,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431009613060504,1.0,0.48394526027625645
140.0,332.0,139.6530612244898,192.0,182.4,116.0,23.65306122448979,76.0,66.4,42.907432556152344,0.0,1.0,1.0,1.0,42.907432556152344,66.4,23.65306122448979,42.472557067871094,66.4,23.65306122448979,14.0,0.0,1.0,0.0,1.0,2.0,1.0,0.262488094968117,1.0,0.9978634256492015
147.0,184.0,128.10204081632654,177.0,150.40000000000003,117.0,11.102040816326536,60.0,33.400000000000034,23.293697357177734,0.0,1.0,1.0,1.0,23.293697357177734,33.400000000000034,11.102040816326536,21.97003936767578,39.19999999999999,13.632653061224488,15.0,0.0,1.0,0.0,1.0,2.0,1.0,2.4457309745759033,1.0,0.8908506917696057
150.0,206.0,140.9795918367347,202.0,169.0,114.5,26.4795918367347,87.5,54.5,41.442626953125,0.0,1.0,1.0,1.0,41.442626953125,54.5,26.4795918367347,41.13502502441406,54.5,26.4795918367347,16.0,0.0,1.0,0.0,1.0,2.0,1.0,0.6580273550544768,1.0,0.9974715464389675
151.0,459.0,122.37931034482759,156.0,152.2,109.0,13.379310344827587,47.0,43.19999999999999,21.450729370117188,0.0,0.0,1.0,0.0,21.450729370117188,43.19999999999999,13.379310344827587,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,109.20648423971903,0.0,0.4918473321232971
153.0,293.0,137.3469387755102,196.0,173.0,117.0,20.34693877551021,79.0,56.0,39.900917053222656,0.0,1.0,1.0,1.0,39.900917053222656,56.0,20.34693877551021,39.532554626464844,56.0,20.34693877551021,17.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0783784122468187,1.0,0.9947578193294322
153.0,301.0,131.9591836734694,174.0,160.60000000000002,122.0,9.959183673469397,52.0,38.60000000000002,23.79899024963379,0.0,1.0,1.0,1.0,23.79899024963379,38.60000000000002,9.959183673469397,23.004592895507812,38.60000000000002,9.959183673469397,18.0,0.0,1.0,0.0,1.0,2.0,1.0,7.613336981902229,0.0,0.9215121405106278
157.0,264.0,138.51020408163265,198.0,168.4,118.0,20.51020408163265,80.0,50.400000000000006,32.15087890625,0.0,1.0,1.0,1.0,32.15087890625,50.400000000000006,20.51020408163265,31.88721466064453,50.400000000000006,20.51020408163265,19.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7467261881037649,1.0,0.9912046883331034
160.0,392.0,133.79591836734693,176.0,157.0,113.5,20.29591836734693,62.5,43.5,21.675207138061523,0.0,1.0,1.0,1.0,21.675207138061523,43.5,20.29591836734693,21.26374053955078,36.0,11.061224489795904,20.0,0.0,1.0,0.0,1.0,2.0,1.0,42.51795150286524,0.0,0.952041006926888
164.0,186.0,126.59183673469387,181.0,146.4,117.0,9.59183673469387,64.0,29.400000000000006,22.361845016479492,0.0,0.0,1.0,0.0,22.361845016479492,29.400000000000006,9.59183673469387,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,1.0,1.0,0.48010415536630174,1.0,0.5977601765127657
168.0,138.0,148.75510204081633,209.0,192.0,117.0,31.755102040816325,92.0,75.0,54.94805908203125,0.0,1.0,1.0,1.0,54.112430572509766,75.0,31.755102040816325,54.94805908203125,75.0,31.755102040816325,21.0,0.0,1.0,0.0,1.0,2.0,1.0,0.961873172512892,1.0,0.9997971396163696
170.0,252.0,138.51020408163265,176.0,162.0,115.0,23.51020408163265,61.0,47.0,29.03401756286621,0.0,1.0,1.0,1.0,29.03401756286621,47.0,23.51020408163265,28.803298950195312,47.0,23.51020408163265,23.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7420242583635617,1.0,0.9879321043674273
170.0,264.0,133.6326530612245,185.0,163.8,117.0,16.632653061224488,68.0,46.80000000000001,26.58852767944336,0.0,1.0,1.0,1.0,26.58852767944336,46.80000000000001,16.632653061224488,25.67957305908203,54.400000000000006,18.20408163265307,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012492197250398,1.0,0.9753250889442918
172.0,201.0,190.77551020408163,255.0,252.2,121.0,69.77551020408163,134.0,131.2,105.10299682617188,0.0,1.0,1.0,1.0,102.8384780883789,131.2,69.77551020408163,105.10299682617188,131.2,69.77551020408163,24.0,0.0,1.0,0.0,1.0,2.0,1.0,0.3114482300479466,1.0,0.9999999964823392
173.0,213.0,131.26530612244898,182.0,162.4,121.0,10.265306122448976,61.0,41.400000000000006,22.159353256225586,0.0,1.0,1.0,1.0,22.159353256225586,41.400000000000006,10.265306122448976,20.939224243164062,41.400000000000006,10.265306122448976,25.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7462573282722247,1.0,0.9235588779314032
174.0,28.0,117.83673469387755,167.0,145.0,107.0,10.836734693877546,60.0,38.0,20.41365623474121,0.0,0.0,1.0,0.0,20.41365623474121,38.0,10.836734693877546,0.0,0.0,0.0,97.0,0.0,0.0,0.0,1.0,1.0,1.0,94.70092079805771,0.0,0.4377830197181178
176.0,353.0,130.57142857142858,174.0,152.8,117.0,13.571428571428584,57.0,35.80000000000001,25.862403869628906,0.0,1.0,1.0,1.0,25.862403869628906,35.80000000000001,13.571428571428584,25.395355224609375,35.80000000000001,13.571428571428584,26.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5255473337388442,1.0,0.9285092023628965
178.0,186.0,148.87755102040816,220.0,188.0,119.5,29.377551020408163,100.5,68.5,51.722564697265625,0.0,1.0,1.0,1.0,51.67788314819336,68.5,29.377551020408163,51.722564697265625,68.5,29.377551020408163,27.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7093659140387271,1.0,0.9996860081193404
180.0,223.0,132.08163265306123,175.0,154.4,118.0,14.081632653061234,57.0,36.400000000000006,22.941774368286133,0.0,1.0,1.0,1.0,22.941774368286133,36.400000000000006,14.081632653061234,21.586257934570312,36.400000000000006,14.081632653061234,28.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5162363799656052,1.0,0.9290003252044037
182.0,291.0,126.20408163265306,170.0,154.0,117.0,9.204081632653057,53.0,37.0,21.121118545532227,0.0,0.0,1.0,0.0,21.121118545532227,37.0,9.204081632653057,0.0,0.0,0.0,98.0,0.0,0.0,0.0,1.0,1.0,1.0,1.548450838741732,1.0,0.6073501557526222
182.0,324.0,134.6734693877551,163.0,158.0,121.0,13.673469387755091,42.0,37.0,20.887197494506836,0.0,0.0,1.0,0.0,20.887197494506836,37.0,13.673469387755091,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6236986451805194,1.0,0.704982610936738
183.0,300.0,136.24489795918367,186.0,165.8,116.0,20.244897959183675,70.0,49.80000000000001,35.32073211669922,0.0,1.0,1.0,1.0,35.32073211669922,49.80000000000001,20.244897959183675,34.809967041015625,49.80000000000001,20.244897959183675,29.0,0.0,1.0,0.0,1.0,2.0,1.0,1.4664924138910305,1.0,0.9897595452460612
184.0,202.0,138.3265306122449,181.0,163.0,118.0,20.32653061224491,63.0,45.0,24.416080474853516,0.0,1.0,1.0,1.0,24.416080474853516,45.0,20.32653061224491,23.791427612304688,45.0,20.32653061224491,30.0,0.0,1.0,0.0,1.0,2.0,1.0,0.3201562118716478,1.0,0.9803963816104584
189.0,258.0,134.9591836734694,187.0,159.2,118.0,16.959183673469397,69.0,41.19999999999999,25.954837799072266,0.0,1.0,1.0,1.0,25.954837799072266,41.19999999999999,16.959183673469397,25.279335021972656,42.19999999999999,19.34693877551021,31.0,0.0,1.0,0.0,1.0,2.0,1.0,0.8605230967266491,1.0,0.9707713959769038
193.0,244.0,146.3469387755102,204.0,171.60000000000002,119.5,26.84693877551021,84.5,52.10000000000002,41.54414367675781,0.0,1.0,1.0,1.0,41.18881607055664,52.10000000000002,26.84693877551021,41.54414367675781,52.10000000000002,26.84693877551021,32.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5390732788777359,1.0,0.9983167117157696
195.0,336.0,160.48979591836735,255.0,231.2,117.0,43.48979591836735,138.0,114.19999999999999,85.12122344970703,0.0,1.0,1.0,1.0,84.4517593383789,114.19999999999999,43.48979591836735,85.12122344970703,114.19999999999999,43.48979591836735,33.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7399999999999922,1.0,0.999998880691075
201.0,254.0,132.91836734693877,186.0,162.60000000000002,119.0,13.918367346938766,67.0,43.60000000000002,23.068836212158203,0.0,1.0,1.0,1.0,23.068836212158203,43.60000000000002,13.918367346938766,20.584693908691406,43.60000000000002,13.918367346938766,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5622277118748186,1.0,0.9542244379052036
201.0,279.0,136.83673469387756,168.0,158.20000000000002,126.0,10.83673469387756,42.0,32.20000000000002,21.1285400390625,0.0,1.0,1.0,1.0,20.53513526916504,32.20000000000002,10.83673469387756,21.1285400390625,32.20000000000002,10.83673469387756,35.0,0.0,1.0,0.0,1.0,2.0,1.0,2.772002886001408,1.0,0.9232891041980673
202.0,171.0,141.30612244897958,207.0,173.2,119.0,22.30612244897958,88.0,54.19999999999999,41.123111724853516,0.0,1.0,1.0,1.0,41.123111724853516,54.19999999999999,22.30612244897958,40.93452453613281,54.19999999999999,22.30612244897958,36.0,0.0,1.0,0.0,1.0,2.0,1.0,0.6609841147864219,1.0,0.9969463109746788
206.0,245.0,144.81632653061226,182.0,173.2,117.5,27.31632653061226,64.5,55.69999999999999,38.465553283691406,0.0,1.0,1.0,1.0,38.37178421020508,55.69999999999999,27.31632653061226,38.465553283691406,55.69999999999999,27.31632653061226,37.0,0.0,1.0,0.0,1.0,2.0,1.0,1.7517134468856492,1.0,0.9976745561885008
207.0,301.0,129.91836734693877,169.0,156.0,120.0,9.918367346938766,49.0,36.0,22.692119598388672,0.0,1.0,1.0,1.0,22.692119598388672,36.0,9.918367346938766,21.49388885498047,36.0,9.918367346938766,38.0,0.0,1.0,0.0,1.0,2.0,1.0,0.4743416490252389,1.0,0.8889560631101326
208.0,199.0,157.53061224489795,224.0,198.8,117.0,40.53061224489795,107.0,81.80000000000001,63.32853698730469,0.0,1.0,1.0,1.0,62.51430892944336,81.80000000000001,40.53061224489795,63.32853698730469,81.80000000000001,40.53061224489795,39.0,0.0,1.0,0.0,1.0,2.0,1.0,0.6640783086353579,1.0,0.9999747974936306
217.0,144.0,133.40816326530611,195.0,168.2,118.0,15.408163265306115,77.0,50.19999999999999,34.386924743652344,0.0,1.0,1.0,1.0,34.386924743652344,50.19999999999999,15.408163265306115,33.281105041503906,50.19999999999999,15.408163265306115,40.0,0.0,1.0,0.0,1.0,2.0,1.0,1.6056151469141176,1.0,0.9835259448197137
219.0,200.0,144.48979591836735,196.0,175.4,119.0,25.48979591836735,77.0,56.400000000000006,38.03330993652344,0.0,1.0,1.0,1.0,37.5506591796875,56.400000000000006,25.48979591836735,38.03330993652344,56.400000000000006,25.48979591836735,41.0,0.0,1.0,0.0,1.0,2.0,1.0,1.8898677202386402,1.0,0.9976303992544152
221.0,164.0,153.81632653061226,230.0,198.0,118.0,35.81632653061226,112.0,80.0,65.41890716552734,0.0,1.0,1.0,1.0,64.99812316894531,80.0,35.81632653061226,65.41890716552734,80.0,35.81632653061226,42.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5048762224545726,1.0,0.9999598041689137
221.0,301.0,138.55102040816325,188.0,165.0,117.5,21.051020408163254,70.5,47.5,26.003149032592773,0.0,1.0,1.0,1.0,26.003149032592773,47.5,21.051020408163254,24.664146423339844,47.5,21.051020408163254,43.0,0.0,1.0,0.0,1.0,2.0,1.0,2.035534327885432,1.0,0.9852455317456672
222.0,178.0,133.9387755102041,181.0,165.4,117.0,16.938775510204096,64.0,48.400000000000006,29.02696418762207,0.0,1.0,1.0,1.0,29.02696418762207,48.400000000000006,16.938775510204096,27.819473266601562,48.400000000000006,16.938775510204096,44.0,0.0,1.0,0.0,1.0,2.0,1.0,1.1808894952534832,1.0,0.9765672021347928
224.0,108.0,132.53061224489795,179.0,162.00000000000003,114.5,18.030612244897952,64.5,47.50000000000003,36.67011642456055,0.0,1.0,1.0,1.0,36.67011642456055,47.50000000000003,18.030612244897952,36.610801696777344,47.50000000000003,18.030612244897952,45.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5141984052872987,1.0,0.9832544476785209
227.0,244.0,135.42857142857142,195.0,160.4,121.0,14.428571428571416,74.0,39.400000000000006,25.652664184570312,0.0,1.0,1.0,1.0,25.652664184570312,39.400000000000006,14.428571428571416,24.278076171875,39.400000000000006,14.428571428571416,46.0,0.0,1.0,0.0,1.0,2.0,1.0,2.256390923576858,1.0,0.9646619615154127
230.0,329.0,132.91836734693877,175.0,156.0,119.0,13.918367346938766,56.0,37.0,26.122119903564453,0.0,1.0,1.0,1.0,26.122119903564453,37.0,13.918367346938766,25.941925048828125,37.0,13.918367346938766,47.0,0.0,1.0,0.0,1.0,2.0,1.0,2.325940669922596,1.0,0.945565982710592
232.0,138.0,141.51020408163265,186.0,166.60000000000002,115.0,26.51020408163265,71.0,51.60000000000002,39.66007995605469,0.0,1.0,1.0,1.0,39.306236267089844,51.60000000000002,26.51020408163265,39.66007995605469,51.60000000000002,26.51020408163265,48.0,0.0,1.0,0.0,1.0,2.0,1.0,1.2519584657647365,1.0,0.9965973329707726
233.0,234.0,137.0,196.0,165.4,119.0,18.0,77.0,46.400000000000006,33.098384857177734,0.0,1.0,1.0,1.0,33.098384857177734,46.400000000000006,18.0,32.654762268066406,46.400000000000006,18.0,49.0,0.0,1.0,0.0,1.0,2.0,1.0,0.8005623023850178,1.0,0.9871733108914005
234.0,304.0,132.71428571428572,197.0,158.4,120.5,12.214285714285722,76.5,37.900000000000006,26.068689346313477,0.0,1.0,1.0,1.0,26.068689346313477,37.900000000000006,12.214285714285722,24.86890411376953,37.900000000000006,12.214285714285722,50.0,0.0,1.0,0.0,1.0,2.0,1.0,1.5100993344810336,1.0,0.9498289937904427
238.0,282.0,137.08163265306123,184.0,173.2,118.0,19.081632653061234,66.0,55.19999999999999,32.88563537597656,0.0,1.0,1.0,1.0,32.88563537597656,55.19999999999999,19.081632653061234,31.523704528808594,55.19999999999999,19.081632653061234,51.0,0.0,1.0,0.0,1.0,2.0,1.0,1.60206117236516,1.0,0.9901397345475604
239.0,212.0,135.81632653061226,169.0,163.2,118.0,17.81632653061226,51.0,45.19999999999999,27.150283813476562,0.0,1.0,1.0,1.0,27.150283813476562,45.19999999999999,17.81632653061226,26.65453338623047,45.19999999999999,17.81632653061226,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5968249324550644,1.0,0.9753970124740484
239.0,262.0,131.16326530612244,180.0,154.8,121.0,10.16326530612244,59.0,33.80000000000001,20.957839965820312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.957839965820312,33.80000000000001,10.16326530612244,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6777905281132175,1.0,0.9072478761542024
242.0,178.0,136.53061224489795,181.0,160.60000000000002,119.0,17.530612244897952,62.0,41.60000000000002,27.416854858398438,0.0,1.0,1.0,1.0,27.416854858398438,41.60000000000002,17.530612244897952,26.888389587402344,41.60000000000002,17.530612244897952,54.0,0.0,1.0,0.0,1.0,2.0,1.0,0.4709564735726636,1.0,0.9746811246113003
250.0,245.0,132.9591836734694,174.0,156.2,123.0,9.959183673469397,51.0,33.19999999999999,23.434368133544922,0.0,1.0,1.0,1.0,23.434368133544922,33.19999999999999,9.959183673469397,22.829566955566406,33.19999999999999,9.959183673469397,55.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7040596565632724,1.0,0.9113663044768266
250.0,279.0,131.81632653061226,179.0,159.0,119.0,12.816326530612258,60.0,40.0,20.214200973510742,0.0,0.0,1.0,0.0,20.214200973510742,40.0,12.816326530612258,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64208928280415,0.0,0.6895880506432212
251.0,159.0,135.9591836734694,177.0,162.4,120.0,15.959183673469397,57.0,42.400000000000006,26.7906494140625,0.0,1.0,1.0,1.0,26.7906494140625,42.400000000000006,15.959183673469397,26.213516235351562,42.400000000000006,15.959183673469397,56.0,0.0,1.0,0.0,1.0,2.0,1.0,1.4241137595009699,1.0,0.9699613064056671
253.0,184.0,130.26530612244898,169.0,157.0,120.0,10.265306122448976,49.0,37.0,21.30109214782715,0.0,1.0,1.0,1.0,21.30109214782715,37.0,10.265306122448976,20.190170288085938,37.0,10.265306122448976,57.0,0.0,1.0,0.0,1.0,2.0,1.0,0.49040799340956415,1.0,0.8897582179735559
254.0,319.0,158.48979591836735,214.0,206.4,120.0,38.48979591836735,94.0,86.4,62.634315490722656,0.0,1.0,1.0,1.0,61.78924560546875,86.4,38.48979591836735,62.634315490722656,86.4,38.48979591836735,58.0,0.0,1.0,0.0,1.0,2.0,1.0,0.23323807579380462,1.0,0.9999751769774745
255.0,353.0,129.77551020408163,192.0,160.4,119.0,10.775510204081627,73.0,41.400000000000006,31.41122817993164,0.0,1.0,1.0,1.0,31.41122817993164,41.400000000000006,10.775510204081627,30.46002197265625,41.400000000000006,10.775510204081627,59.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5981638571495514,1.0,0.9528595918674438
256.0,224.0,138.18367346938774,198.0,162.0,120.0,18.18367346938774,78.0,42.0,28.412006378173828,0.0,1.0,1.0,1.0,28.412006378173828,42.0,18.18367346938774,27.467918395996094,42.0,18.18367346938774,60.0,0.0,1.0,0.0,1.0,2.0,1.0,2.3613555429032846,1.0,0.9826039568204029
257.0,195.0,130.83673469387756,186.0,165.4,120.0,10.83673469387756,66.0,45.400000000000006,25.947044372558594,0.0,1.0,1.0,1.0,25.947044372558594,45.400000000000006,10.83673469387756,24.43023681640625,45.400000000000006,10.83673469387756,61.0,0.0,0.0,0.0,1.0,1.0,1.0,2.3140008643040813,1.0,0.9639450527657284
257.0,306.0,153.9795918367347,226.0,192.60000000000002,118.0,35.9795918367347,108.0,74.60000000000002,54.81842041015625,0.0,1.0,1.0,1.0,54.34959030151367,74.60000000000002,35.9795918367347,54.81842041015625,74.60000000000002,35.9795918367347,62.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7180529228406441,1.0,0.9999093560676072
259.0,242.0,137.83673469387756,192.0,168.2,123.5,14.33673469387756,68.5,44.69999999999999,27.586763381958008,0.0,1.0,1.0,1.0,27.586763381958008,44.69999999999999,14.33673469387756,26.651405334472656,44.69999999999999,14.33673469387756,63.0,0.0,1.0,0.0,1.0,2.0,1.0,9.597692430996121,0.0,0.977997471164895
262.0,287.0,146.57142857142858,192.0,176.0,119.5,27.071428571428584,72.5,56.5,37.57054901123047,0.0,1.0,1.0,1.0,37.57054901123047,56.5,27.071428571428584,36.094154357910156,56.5,27.071428571428584,64.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5860034129593198,1.0,0.9980502768321837
263.0,145.0,135.55102040816325,176.0,160.8,118.5,17.051020408163254,57.5,42.30000000000001,27.03326416015625,0.0,1.0,1.0,1.0,27.03326416015625,42.30000000000001,17.051020408163254,26.987571716308594,42.30000000000001,17.051020408163254,65.0,0.0,1.0,0.0,1.0,2.0,1.0,0.28600699292150905,1.0,0.9709906788237027
267.0,128.0,163.83673469387756,255.0,231.40000000000003,115.0,48.83673469387756,140.0,116.40000000000003,93.43470764160156,0.0,1.0,1.0,1.0,92.40662384033203,116.40000000000003,48.83673469387756,93.43470764160156,116.40000000000003,48.83673469387756,66.0,0.0,1.0,0.0,1.0,2.0,1.0,0.5968249324550468,1.0,0.9999996373306271
267.0,265.0,153.87755102040816,229.0,192.60000000000002,119.0,34.87755102040816,110.0,73.60000000000002,57.38878631591797,0.0,1.0,1.0,1.0,57.2245979309082,73.60000000000002,34.87755102040816,57.38878631591797,73.60000000000002,34.87755102040816,67.0,0.0,1.0,0.0,1.0,2.0,1.0,0.36674241641785704,1.0,0.9999155255418286
269.0,185.0,145.6530612244898,212.0,184.60000000000002,119.0,26.65306122448979,93.0,65.60000000000002,50.64759063720703,0.0,1.0,1.0,1.0,50.64759063720703,65.60000000000002,26.65306122448979,50.607337951660156,65.60000000000002,26.65306122448979,68.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7025667228100007,1.0,0.9993926385762525
272.0,154.0,142.18367346938774,199.0,175.0,125.0,17.18367346938774,74.0,50.0,37.331512451171875,0.0,1.0,1.0,1.0,36.87641525268555,50.0,17.18367346938774,37.331512451171875,50.0,17.18367346938774,69.0,0.0,1.0,0.0,1.0,2.0,1.0,0.7907591289387409,1.0,0.9941469279927535
272.0,235.0,139.0408163265306,175.0,165.60000000000002,123.0,16.040816326530603,52.0,42.60000000000002,29.408246994018555,0.0,1.0,1.0,1.0,29.408246994018555,42.60000000000002,16.040816326530603,28.904510498046875,42.60000000000002,16.040816326530603,70.0,0.0,1.0,0.0,1.0,2.0,1.0,0.3765634076752578,1.0,0.9798014390487045
274.0,341.0,131.0612244897959,191.0,157.2,120.5,10.561224489795904,70.5,36.69999999999999,27.803234100341797,0.0,1.0,1.0,1.0,27.803234100341797,36.69999999999999,10.561224489795904,27.221343994140625,36.69999999999999,10.561224489795904,71.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9284934033152852,1.0,0.9383334167017557
275.0,224.0,158.83673469387756,215.0,201.2,121.0,37.83673469387756,94.0,80.19999999999999,53.94111633300781,0.0,1.0,1.0,1.0,52.99543380737305,80.19999999999999,37.83673469387756,53.94111633300781,80.19999999999999,37.83673469387756,72.0,0.0,1.0,0.0,1.0,2.0,1.0,0.34525353003261716,1.0,0.9999488222575296
281.0,114.0,131.75510204081633,177.0,164.0,109.0,22.755102040816325,68.0,55.0,29.748001098632812,0.0,1.0,1.0,1.0,29.748001098632812,55.0,22.755102040816325,28.771377563476562,55.0,22.755102040816325,73.0,0.0,1.0,0.0,1.0,2.0,1.0,1.6064868502418377,1.0,0.9840512084943469
