y,x,raw_signal_mean,raw_signal_peak,raw_signal_p90,raw_background_median,net_intensity_mean,net_intensity_peak,net_intensity_p90,filtered_peak,frame,source_baseline,source_bgsub,branch_agreement,bgsub_filtered_peak,bgsub_net_intensity_p90,bgsub_net_intensity_mean,base_filtered_peak,base_net_intensity_p90,base_net_intensity_mean,candidate_id,base_prev_support,base_next_support,bg_prev_support,bg_next_support,temporal_support_sum,temporal_support_any,rescoring_score
245.0,164.0,134.6122448979592,176.0,158.8,115.0,19.612244897959187,61.0,43.80000000000001,25.231416702270508,9.0,1.0,1.0,1.0,25.231416702270508,43.80000000000001,19.612244897959187,24.94536590576172,41.80000000000001,17.775510204081627,51.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9674528710725024
245.0,177.0,133.26530612244898,187.0,159.0,113.0,20.265306122448976,74.0,46.0,27.665189743041992,9.0,1.0,1.0,1.0,27.665189743041992,46.0,20.265306122448976,26.597557067871094,46.0,20.265306122448976,52.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9752446452136279
253.0,245.0,132.12244897959184,192.0,159.60000000000002,119.0,13.122448979591837,73.0,40.60000000000002,24.246868133544922,9.0,1.0,1.0,1.0,24.246868133544922,40.60000000000002,13.122448979591837,22.622161865234375,40.60000000000002,13.122448979591837,53.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9437169170252984
256.0,179.0,130.18367346938774,179.0,160.60000000000002,118.0,12.183673469387742,61.0,42.60000000000002,25.325828552246094,9.0,1.0,1.0,1.0,25.325828552246094,42.60000000000002,12.183673469387742,24.387649536132812,42.60000000000002,12.183673469387742,54.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9334025742390688
257.0,318.0,161.83673469387756,220.0,207.4,118.0,43.83673469387756,102.0,89.4,65.90203094482422,9.0,1.0,1.0,1.0,64.8031005859375,89.4,43.83673469387756,65.90203094482422,89.4,43.83673469387756,55.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999894200424528
259.0,354.0,129.20408163265307,171.0,149.4,117.0,12.204081632653072,54.0,32.400000000000006,21.508638381958008,9.0,1.0,1.0,1.0,21.508638381958008,32.400000000000006,12.204081632653072,20.985740661621094,32.400000000000006,12.204081632653072,56.0,1.0,1.0,1.0,1.0,4.0,1.0,0.8702781474170712
261.0,305.0,151.46938775510205,207.0,189.0,119.0,32.46938775510205,88.0,70.0,51.746299743652344,9.0,1.0,1.0,1.0,51.347007751464844,70.0,32.46938775510205,51.746299743652344,70.0,32.46938775510205,57.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9997586520397844
262.0,239.0,140.18367346938774,188.0,163.8,120.0,20.18367346938774,68.0,43.80000000000001,30.29920196533203,9.0,1.0,1.0,1.0,30.297910690307617,43.80000000000001,20.18367346938774,30.29920196533203,43.80000000000001,20.18367346938774,58.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9872634446445399
264.0,226.0,137.20408163265307,184.0,151.2,119.0,18.20408163265307,65.0,32.19999999999999,24.344057083129883,9.0,1.0,1.0,1.0,24.344057083129883,32.19999999999999,18.20408163265307,23.854942321777344,33.400000000000006,17.0204081632653,59.0,1.0,1.0,1.0,1.0,4.0,1.0,0.959193705917076
265.0,283.0,143.57142857142858,186.0,175.2,118.5,25.071428571428584,67.5,56.69999999999999,37.77573013305664,9.0,1.0,1.0,1.0,37.77573013305664,56.69999999999999,25.071428571428584,37.5279541015625,56.69999999999999,25.071428571428584,60.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9969542625587806
267.0,263.0,147.9591836734694,214.0,178.20000000000005,120.0,27.959183673469397,94.0,58.200000000000045,46.82744598388672,9.0,1.0,1.0,1.0,46.46201705932617,58.200000000000045,27.959183673469397,46.82744598388672,58.200000000000045,27.959183673469397,61.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9991947522698464
268.0,139.0,132.6530612244898,175.0,162.2,114.0,18.65306122448979,61.0,48.19999999999999,31.558513641357422,9.0,1.0,1.0,1.0,31.558513641357422,48.19999999999999,18.65306122448979,31.28813934326172,48.19999999999999,18.65306122448979,62.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9769572548143051
269.0,184.0,144.0204081632653,212.0,182.4,117.0,27.0204081632653,95.0,65.4,48.69468688964844,9.0,1.0,1.0,1.0,48.39982986450195,65.4,27.0204081632653,48.69468688964844,65.4,27.0204081632653,63.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9991706467411934
270.0,120.0,149.14285714285714,255.0,197.40000000000003,115.0,34.14285714285714,140.0,82.40000000000003,74.73080444335938,9.0,1.0,1.0,1.0,73.9152603149414,82.40000000000003,34.14285714285714,74.73080444335938,82.40000000000003,34.14285714285714,64.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999689573370879
274.0,151.0,135.42857142857142,176.0,158.4,123.0,12.428571428571416,53.0,35.400000000000006,27.95646858215332,9.0,1.0,1.0,1.0,27.95646858215332,35.400000000000006,12.428571428571416,27.756874084472656,35.400000000000006,12.428571428571416,65.0,1.0,1.0,1.0,1.0,4.0,1.0,0.951152592713719
274.0,234.0,135.6530612244898,181.0,159.8,117.5,18.15306122448979,63.5,42.30000000000001,23.123498916625977,9.0,1.0,1.0,1.0,23.123498916625977,42.30000000000001,18.15306122448979,22.475685119628906,42.30000000000001,18.15306122448979,66.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9651489164362849
277.0,222.0,152.3877551020408,237.0,207.60000000000002,118.0,34.38775510204081,119.0,89.60000000000002,61.397071838378906,9.0,1.0,1.0,1.0,61.006256103515625,89.60000000000002,34.38775510204081,61.397071838378906,89.60000000000002,34.38775510204081,67.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999562796741626
282.0,184.0,130.30612244897958,165.0,147.2,114.0,16.30612244897958,51.0,33.19999999999999,22.316776275634766,9.0,1.0,1.0,1.0,22.316776275634766,33.19999999999999,16.30612244897958,21.9766845703125,33.19999999999999,16.30612244897958,68.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9107141016807774
284.0,267.0,132.9387755102041,176.0,160.20000000000002,119.0,13.938775510204096,57.0,41.20000000000002,22.544477462768555,9.0,1.0,1.0,1.0,22.544477462768555,41.20000000000002,13.938775510204096,21.867813110351562,41.20000000000002,13.938775510204096,69.0,1.0,0.0,1.0,1.0,3.0,1.0,0.9588370410776618
285.0,107.0,121.34693877551021,175.0,148.60000000000002,114.0,7.3469387755102105,61.0,34.60000000000002,26.241334915161133,9.0,1.0,1.0,1.0,26.241334915161133,34.60000000000002,7.3469387755102105,23.009323120117188,34.60000000000002,7.3469387755102105,70.0,1.0,0.0,1.0,1.0,3.0,1.0,0.8473872994706583
288.0,214.0,143.24489795918367,192.0,176.0,115.0,28.244897959183675,77.0,61.0,40.679222106933594,9.0,1.0,1.0,1.0,40.53567123413086,59.0,25.448979591836746,40.679222106933594,61.0,28.244897959183675,71.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9979400233871759
289.0,230.0,160.85714285714286,255.0,210.8,120.0,40.85714285714286,135.0,90.80000000000001,72.87353515625,9.0,1.0,1.0,1.0,72.38153076171875,90.80000000000001,40.85714285714286,72.87353515625,90.80000000000001,40.85714285714286,72.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999936080209139
289.0,252.0,142.44897959183675,195.0,182.0,120.5,21.948979591836746,74.5,61.5,42.27864074707031,9.0,1.0,1.0,1.0,42.249107360839844,61.5,21.948979591836746,42.27864074707031,61.5,21.948979591836746,73.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9976103345298677
290.0,313.0,136.59183673469389,195.0,168.60000000000002,115.0,21.591836734693885,80.0,53.60000000000002,39.17212677001953,9.0,1.0,1.0,1.0,39.17212677001953,53.60000000000002,21.591836734693885,38.5074462890625,53.60000000000002,21.591836734693885,74.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9935537346740049
291.0,289.0,129.77551020408163,167.0,153.2,117.5,12.275510204081627,49.5,35.69999999999999,22.866661071777344,9.0,1.0,1.0,1.0,22.866661071777344,35.69999999999999,12.275510204081627,21.362876892089844,35.69999999999999,12.275510204081627,75.0,1.0,0.0,1.0,0.0,2.0,1.0,0.8598385320918499
295.0,172.0,136.51020408163265,207.0,175.4,117.0,19.51020408163265,90.0,58.400000000000006,44.943599700927734,9.0,1.0,1.0,1.0,44.943599700927734,58.400000000000006,19.51020408163265,44.43126678466797,58.400000000000006,19.51020408163265,76.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9960235981820248
295.0,264.0,169.0408163265306,249.0,203.8,120.0,49.0408163265306,129.0,83.80000000000001,74.52417755126953,9.0,1.0,1.0,1.0,73.00045013427734,83.80000000000001,49.0408163265306,74.52417755126953,83.80000000000001,49.0408163265306,77.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999974333849712
303.0,237.0,129.46938775510205,181.0,160.4,115.0,14.469387755102048,66.0,45.400000000000006,25.860713958740234,9.0,1.0,1.0,1.0,25.860713958740234,45.400000000000006,14.469387755102048,24.31452178955078,45.400000000000006,14.469387755102048,78.0,0.0,1.0,1.0,1.0,3.0,1.0,0.9490666420004097
307.0,164.0,127.46938775510205,179.0,151.4,114.0,13.469387755102048,65.0,37.400000000000006,25.706768035888672,9.0,1.0,1.0,1.0,25.706768035888672,37.400000000000006,13.469387755102048,23.250762939453125,37.400000000000006,13.469387755102048,79.0,1.0,1.0,1.0,1.0,4.0,1.0,0.907704302047344
313.0,309.0,155.57142857142858,214.0,198.00000000000003,121.0,34.571428571428584,93.0,77.00000000000003,54.776641845703125,9.0,1.0,1.0,1.0,53.7277946472168,77.00000000000003,34.571428571428584,54.776641845703125,77.00000000000003,34.571428571428584,80.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999058428436098
315.0,227.0,141.16326530612244,185.0,164.2,116.0,25.16326530612244,69.0,48.19999999999999,37.573265075683594,9.0,1.0,1.0,1.0,37.211708068847656,48.19999999999999,25.16326530612244,37.573265075683594,48.19999999999999,25.16326530612244,81.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9947964138818431
316.0,124.0,140.20408163265307,184.0,170.0,118.5,21.70408163265307,65.5,51.5,38.92857360839844,9.0,1.0,1.0,1.0,37.98615264892578,51.5,21.70408163265307,38.92857360839844,51.5,21.70408163265307,82.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9942830734616444
318.0,263.0,140.6530612244898,197.0,165.60000000000002,120.0,20.65306122448979,77.0,45.60000000000002,38.87400817871094,9.0,1.0,1.0,1.0,38.647315979003906,45.60000000000002,20.65306122448979,38.87400817871094,45.60000000000002,20.65306122448979,83.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9935698869064212
326.0,294.0,163.73469387755102,251.0,219.8,120.0,43.734693877551024,131.0,99.80000000000001,78.83580017089844,9.0,1.0,1.0,1.0,77.580078125,99.80000000000001,43.734693877551024,78.83580017089844,99.80000000000001,43.734693877551024,84.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999977103373462
333.0,226.0,132.0408163265306,186.0,157.4,118.0,14.040816326530603,68.0,39.400000000000006,27.61119270324707,9.0,1.0,1.0,1.0,27.61119270324707,39.400000000000006,14.040816326530603,27.411949157714844,39.400000000000006,14.040816326530603,85.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9517702991533192
336.0,247.0,132.75510204081633,185.0,159.2,117.0,15.755102040816325,68.0,42.19999999999999,31.905118942260742,9.0,1.0,1.0,1.0,31.905118942260742,42.19999999999999,15.755102040816325,31.747962951660156,42.19999999999999,15.755102040816325,86.0,1.0,1.0,1.0,1.0,4.0,1.0,0.970051902203602
352.0,322.0,136.71428571428572,188.0,171.0,117.0,19.714285714285722,71.0,54.0,40.12516784667969,9.0,1.0,1.0,1.0,39.82773208618164,54.0,19.714285714285722,40.12516784667969,54.0,19.714285714285722,87.0,0.0,1.0,0.0,1.0,2.0,1.0,0.9934935689916956
356.0,185.0,137.81632653061226,187.0,169.4,115.0,22.81632653061226,72.0,54.400000000000006,41.83343505859375,9.0,1.0,1.0,1.0,41.2031364440918,54.400000000000006,22.81632653061226,41.83343505859375,54.400000000000006,22.81632653061226,88.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9951363479265045
77.0,269.0,127.59183673469387,167.0,148.8,109.0,18.59183673469387,58.0,39.80000000000001,30.087181091308594,10.0,1.0,1.0,1.0,29.968706130981445,39.80000000000001,18.59183673469387,30.087181091308594,39.80000000000001,18.59183673469387,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9455216067286626
79.0,322.0,135.9591836734694,201.0,169.8,110.0,25.959183673469397,91.0,59.80000000000001,49.0108642578125,10.0,1.0,1.0,1.0,48.528289794921875,59.80000000000001,25.959183673469397,49.0108642578125,59.80000000000001,25.959183673469397,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9976822194600455
100.0,175.0,121.14285714285714,163.0,145.60000000000002,107.0,14.142857142857139,56.0,38.60000000000002,24.38914680480957,10.0,1.0,1.0,1.0,24.38914680480957,38.60000000000002,14.142857142857139,23.93939971923828,38.60000000000002,14.142857142857139,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.8393102675722449
100.0,357.0,121.77551020408163,162.0,148.0,110.0,11.775510204081627,52.0,38.0,24.8979434967041,10.0,1.0,1.0,1.0,24.8979434967041,38.0,11.775510204081627,23.823211669921875,38.0,11.775510204081627,4.0,0.0,1.0,1.0,1.0,3.0,1.0,0.8377718551625024
110.0,210.0,147.6122448979592,231.0,194.20000000000005,110.0,37.61224489795919,121.0,84.20000000000005,65.32727813720703,10.0,1.0,1.0,1.0,64.41123962402344,84.20000000000005,37.61224489795919,65.32727813720703,84.20000000000005,37.61224489795919,6.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999430166370182
111.0,197.0,128.6530612244898,187.0,149.8,110.0,18.65306122448979,77.0,39.80000000000001,33.83095932006836,10.0,1.0,1.0,1.0,33.83095932006836,39.80000000000001,18.65306122448979,32.79064178466797,40.80000000000001,20.224489795918373,5.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9664339801809912
111.0,265.0,144.91836734693877,223.0,188.00000000000003,109.0,35.918367346938766,114.0,79.00000000000003,65.82833099365234,10.0,1.0,1.0,1.0,65.34363555908203,79.00000000000003,35.918367346938766,65.82833099365234,79.00000000000003,35.918367346938766,7.0,1.0,1.0,1.0,1.0,4.0,1.0,0.999901747343098
111.0,301.0,121.85714285714286,191.0,164.2,110.0,11.857142857142861,81.0,54.19999999999999,36.36863708496094,10.0,1.0,1.0,1.0,36.36863708496094,54.19999999999999,11.857142857142861,34.86787414550781,54.19999999999999,11.857142857142861,8.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9552973000793786
119.0,226.0,159.6326530612245,253.0,216.4,112.0,47.63265306122449,141.0,104.4,87.23751068115234,10.0,1.0,1.0,1.0,86.19717407226562,104.4,47.63265306122449,87.23751068115234,104.4,47.63265306122449,9.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999986602045206
121.0,153.0,131.46938775510205,201.0,154.60000000000002,109.0,22.469387755102048,92.0,45.60000000000002,37.18352508544922,10.0,1.0,1.0,1.0,37.08234405517578,45.60000000000002,22.469387755102048,37.18352508544922,45.60000000000002,22.469387755102048,11.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9866176444301467
121.0,243.0,134.85714285714286,186.0,173.60000000000002,115.0,19.85714285714286,71.0,58.60000000000002,41.74464797973633,10.0,1.0,1.0,1.0,41.74464797973633,58.60000000000002,19.85714285714286,40.64739990234375,59.10000000000002,19.33673469387756,10.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9935277035215824
127.0,282.0,134.26530612244898,181.0,165.0,113.0,21.265306122448976,68.0,52.0,38.98577880859375,10.0,1.0,1.0,1.0,38.98577880859375,52.0,21.265306122448976,38.66706085205078,52.0,21.265306122448976,12.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9904410590804933
134.0,234.0,123.16326530612245,163.0,146.0,113.0,10.163265306122454,50.0,33.0,23.62175178527832,10.0,1.0,1.0,1.0,23.62175178527832,33.0,10.163265306122454,22.24321746826172,34.19999999999999,11.244897959183675,13.0,1.0,0.0,1.0,1.0,3.0,1.0,0.8559219674267924
136.0,327.0,136.77551020408163,221.0,176.20000000000002,112.0,24.775510204081627,109.0,64.20000000000002,51.32963562011719,10.0,1.0,1.0,1.0,50.743709564208984,64.20000000000002,24.775510204081627,51.32963562011719,64.20000000000002,24.775510204081627,14.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9985401364834247
139.0,254.0,123.44897959183673,165.0,149.4,109.0,14.448979591836732,56.0,40.400000000000006,24.352054595947266,10.0,1.0,1.0,1.0,24.352054595947266,40.400000000000006,14.448979591836732,21.024948120117188,40.400000000000006,14.448979591836732,15.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8438576613907511
141.0,290.0,129.20408163265307,181.0,159.60000000000002,112.0,17.20408163265307,69.0,47.60000000000002,33.638492584228516,10.0,1.0,1.0,1.0,33.638492584228516,47.60000000000002,17.20408163265307,32.516563415527344,47.60000000000002,17.20408163265307,16.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9708613083586297
142.0,180.0,128.59183673469389,167.0,152.2,113.0,15.591836734693885,54.0,39.19999999999999,30.028470993041992,10.0,1.0,1.0,1.0,30.028470993041992,39.19999999999999,15.591836734693885,29.975059509277344,39.19999999999999,15.591836734693885,17.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9398387964628079
146.0,200.0,134.0612244897959,191.0,165.4,111.0,23.061224489795904,80.0,54.400000000000006,39.48529815673828,10.0,1.0,1.0,1.0,39.48529815673828,54.400000000000006,23.061224489795904,39.16480255126953,56.400000000000006,27.632653061224488,18.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9936553090578362
154.0,293.0,129.55102040816325,179.0,159.2,115.0,14.551020408163254,64.0,44.19999999999999,30.630382537841797,10.0,1.0,1.0,1.0,30.630382537841797,44.19999999999999,14.551020408163254,29.62854766845703,44.19999999999999,14.551020408163254,19.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9559358426854059
158.0,269.0,135.16326530612244,192.0,163.4,110.0,25.16326530612244,82.0,53.400000000000006,36.04004669189453,10.0,1.0,1.0,1.0,36.04004669189453,53.400000000000006,25.16326530612244,35.674835205078125,53.400000000000006,25.16326530612244,20.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9926727704428171
165.0,200.0,157.91836734693877,235.0,198.60000000000002,110.0,47.918367346938766,125.0,88.60000000000002,70.77495574951172,10.0,1.0,1.0,1.0,69.7967300415039,88.60000000000002,47.918367346938766,70.77495574951172,88.60000000000002,47.918367346938766,21.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999919069724768
167.0,260.0,134.22448979591837,176.0,159.60000000000002,115.0,19.224489795918373,61.0,44.60000000000002,34.11904525756836,10.0,1.0,1.0,1.0,34.11904525756836,44.60000000000002,19.224489795918373,33.91114044189453,44.60000000000002,19.224489795918373,22.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9808059600198512
173.0,176.0,139.73469387755102,199.0,175.2,112.0,27.734693877551024,87.0,63.19999999999999,43.131858825683594,10.0,1.0,1.0,1.0,43.131858825683594,63.19999999999999,27.734693877551024,43.020233154296875,63.19999999999999,27.734693877551024,23.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9981073425222621
174.0,250.0,126.73469387755102,179.0,153.0,113.0,13.734693877551024,66.0,40.0,27.427936553955078,10.0,1.0,1.0,1.0,27.427936553955078,40.0,13.734693877551024,26.007476806640625,40.0,13.734693877551024,24.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9204489357915727
176.0,345.0,131.0,170.0,162.4,113.0,18.0,57.0,49.400000000000006,31.553613662719727,10.0,1.0,1.0,1.0,31.553613662719727,49.400000000000006,18.0,31.245513916015625,49.400000000000006,18.0,25.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9726731974903495
180.0,198.0,131.53061224489795,182.0,160.0,114.0,17.530612244897952,68.0,46.0,27.540485382080078,10.0,1.0,1.0,1.0,27.540485382080078,46.0,17.530612244897952,25.886322021484375,45.5,14.642857142857139,27.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9623005094705606
181.0,132.0,145.53061224489795,223.0,188.0,112.0,33.53061224489795,111.0,76.0,59.751121520996094,10.0,1.0,1.0,1.0,58.87592315673828,76.0,33.53061224489795,59.751121520996094,76.0,33.53061224489795,26.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9998306415661968
184.0,306.0,130.42857142857142,212.0,157.2,113.0,17.428571428571416,99.0,44.19999999999999,39.58613967895508,10.0,1.0,1.0,1.0,39.58613967895508,44.19999999999999,17.428571428571416,38.65167236328125,44.19999999999999,17.428571428571416,28.0,1.0,1.0,1.0,1.0,4.0,1.0,0.983635970355464
189.0,252.0,136.69387755102042,191.0,167.0,116.0,20.69387755102042,75.0,51.0,27.344993591308594,10.0,1.0,1.0,1.0,27.079301834106445,51.0,20.69387755102042,27.344993591308594,51.0,20.69387755102042,29.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9852331549685955
193.0,337.0,147.9591836734694,237.0,192.8,112.5,35.4591836734694,124.5,80.30000000000001,61.76753234863281,10.0,1.0,1.0,1.0,61.08749008178711,80.30000000000001,35.4591836734694,61.76753234863281,80.30000000000001,35.4591836734694,30.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999165598637972
196.0,243.0,137.22448979591837,187.0,169.0,114.0,23.224489795918373,73.0,55.0,41.272422790527344,10.0,1.0,1.0,1.0,40.86383056640625,55.0,23.224489795918373,41.272422790527344,55.0,23.224489795918373,31.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9949754028479999
200.0,165.0,133.3469387755102,184.0,163.8,110.0,23.34693877551021,74.0,53.80000000000001,35.79375457763672,10.0,1.0,1.0,1.0,35.79375457763672,53.80000000000001,23.34693877551021,35.726661682128906,53.80000000000001,23.34693877551021,32.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9899734244263181
201.0,277.0,129.53061224489795,195.0,158.2,113.5,16.030612244897952,81.5,44.69999999999999,25.72130012512207,10.0,1.0,1.0,1.0,25.72130012512207,44.69999999999999,16.030612244897952,24.501693725585938,45.0,16.918367346938766,33.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9548658681970664
208.0,195.0,152.14285714285714,255.0,195.2,115.0,37.14285714285714,140.0,80.19999999999999,59.16816711425781,10.0,1.0,1.0,1.0,58.141605377197266,80.19999999999999,37.14285714285714,59.16816711425781,80.19999999999999,37.14285714285714,34.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9999463017103104
208.0,243.0,134.40816326530611,187.0,168.20000000000002,115.0,19.408163265306115,72.0,53.20000000000002,33.251922607421875,10.0,1.0,1.0,1.0,33.251922607421875,53.20000000000002,19.408163265306115,33.209136962890625,53.20000000000002,19.408163265306115,35.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9869157089751036
212.0,303.0,129.89795918367346,176.0,156.0,117.0,12.897959183673464,59.0,39.0,23.577617645263672,10.0,1.0,1.0,1.0,23.577617645263672,39.0,12.897959183673464,23.188461303710938,39.0,12.897959183673464,36.0,0.0,1.0,1.0,1.0,3.0,1.0,0.9230246646040554
214.0,140.0,137.12244897959184,193.0,165.60000000000002,109.5,27.622448979591837,83.5,56.10000000000002,44.10865783691406,10.0,1.0,1.0,1.0,44.10865783691406,56.10000000000002,27.622448979591837,43.78614044189453,56.10000000000002,27.622448979591837,37.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9969170269283041
215.0,278.0,128.53061224489795,184.0,156.4,113.0,15.530612244897952,71.0,43.400000000000006,29.47863006591797,10.0,1.0,1.0,1.0,29.47863006591797,43.400000000000006,15.530612244897952,28.17540740966797,43.400000000000006,15.530612244897952,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573829633876557
221.0,200.0,136.9387755102041,188.0,163.8,119.0,17.938775510204096,69.0,44.80000000000001,32.159664154052734,10.0,1.0,1.0,1.0,32.159664154052734,44.80000000000001,17.938775510204096,31.901885986328125,44.80000000000001,17.938775510204096,39.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9835164747700784
223.0,157.0,150.0,224.0,190.4,114.0,36.0,110.0,76.4,56.12487030029297,10.0,1.0,1.0,1.0,55.62596893310547,76.4,36.0,56.12487030029297,76.4,36.0,40.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9998796823745297
225.0,302.0,137.0408163265306,193.0,167.4,119.0,18.040816326530603,74.0,48.400000000000006,31.382972717285156,10.0,1.0,1.0,1.0,31.382972717285156,48.400000000000006,18.040816326530603,30.911163330078125,48.400000000000006,18.040816326530603,41.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9856657167077021
226.0,242.0,137.3469387755102,182.0,170.2,116.0,21.34693877551021,66.0,54.19999999999999,32.09014892578125,10.0,1.0,1.0,1.0,32.09014892578125,54.19999999999999,21.34693877551021,31.657203674316406,54.19999999999999,21.34693877551021,43.0,1.0,1.0,1.0,1.0,4.0,1.0,0.990084280495166
229.0,208.0,130.0612244897959,167.0,156.0,119.0,11.061224489795904,48.0,37.0,23.321197509765625,10.0,1.0,1.0,1.0,23.321197509765625,37.0,11.061224489795904,23.289649963378906,37.0,11.061224489795904,44.0,0.0,1.0,0.0,1.0,2.0,1.0,0.902915240582885
232.0,127.0,133.24489795918367,182.0,164.2,113.0,20.244897959183675,69.0,51.19999999999999,38.699161529541016,10.0,1.0,1.0,1.0,38.699161529541016,51.19999999999999,20.244897959183675,38.651519775390625,51.19999999999999,20.244897959183675,45.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9886157988500275
235.0,334.0,126.34693877551021,165.0,154.0,113.0,13.34693877551021,52.0,41.0,25.310062408447266,10.0,1.0,1.0,1.0,25.310062408447266,41.0,13.34693877551021,23.157730102539062,41.0,13.34693877551021,46.0,1.0,0.0,1.0,0.0,2.0,1.0,0.8687489253175384
236.0,306.0,135.55102040816325,195.0,164.2,122.0,13.551020408163254,73.0,42.19999999999999,33.7253532409668,10.0,1.0,1.0,1.0,33.7253532409668,42.19999999999999,13.551020408163254,33.173744201660156,42.19999999999999,13.551020408163254,47.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9775545300786194
237.0,234.0,142.55102040816325,198.0,177.60000000000002,114.0,28.551020408163254,84.0,63.60000000000002,43.10020446777344,10.0,1.0,1.0,1.0,42.53352737426758,63.60000000000002,28.551020408163254,43.10020446777344,63.60000000000002,28.551020408163254,48.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9985679478034519
240.0,210.0,130.6326530612245,182.0,158.2,114.0,16.632653061224488,68.0,44.19999999999999,23.100067138671875,10.0,1.0,1.0,1.0,23.100067138671875,44.19999999999999,16.632653061224488,21.35205078125,44.19999999999999,16.632653061224488,49.0,1.0,0.0,1.0,0.0,2.0,1.0,0.9294133157804844
246.0,162.0,130.55102040816325,170.0,153.2,117.0,13.551020408163254,53.0,36.19999999999999,22.332000732421875,10.0,1.0,1.0,1.0,22.332000732421875,36.19999999999999,13.551020408163254,21.29517364501953,36.0,11.122448979591837,50.0,1.0,1.0,1.0,1.0,4.0,1.0,0.900299014600596
248.0,178.0,133.10204081632654,182.0,159.60000000000002,112.5,20.602040816326536,69.5,47.10000000000002,28.804149627685547,10.0,1.0,1.0,1.0,28.804149627685547,47.10000000000002,20.602040816326536,27.68994903564453,47.10000000000002,20.602040816326536,51.0,1.0,1.0,1.0,1.0,4.0,1.0,0.9768278120915043
250.0,202.0,122.14285714285714,177.0,148.60000000000002,112.0,10.142857142857139,65.0,36.60000000000002,24.515256881713867,10.0,1.0,1.0,1.0,24.515256881713867,36.60000000000002,10.142857142857139,21.65032196044922,36.60000000000002,10.142857142857139,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393827988980732
